chrom	start_peak	end_peak	name_peak	start_gene	end_gene	gene_id	gene_name	strand_gene	gene_type	transcript_id	transcript_type	transcript_support	distance	sbs1_motif	sbs2_motif	sbs1_and_sbs2_motif
chr12	103965089	103966316	ZNF143_conserved_343	103951282	103965708	ENSG00000204954.10	C12orf73	-	protein_coding	ENST00000553183.5	protein_coding	3	6	0	0	0
chr12	103965089	103966316	ZNF143_conserved_343	103965845	103987192	ENSG00000139372.15	TDG	+	protein_coding	ENST00000266775.13	protein_coding	1	143	1	0	0
chr12	104063858	104065385	ZNF143_conserved_344	103989280	104064183	ENSG00000120820.13	GLT8D2	-	protein_coding	ENST00000548660.5	protein_coding	2	438	1	0	0
chr12	104063858	104065385	ZNF143_conserved_344	104064531	104106524	ENSG00000111727.12	HCFC2	+	protein_coding	ENST00000229330.9	protein_coding	1	90	1	0	0
chr12	105107067	105108307	ZNF143_conserved_345	105107731	105169130	ENSG00000136051.15	WASHC4	+	protein_coding	ENST00000332180.10	protein_coding	1	44	1	1	1
chr12	106773610	106775277	ZNF143_conserved_346	106496410	106774831	ENSG00000257545.5	ENSG00000257545	-	lncRNA	ENST00000549203.2	lncRNA	4	388	1	1	1
chr12	106773610	106775277	ZNF143_conserved_346	106774640	106886786	ENSG00000111785.21	RIC8B	+	protein_coding	ENST00000392839.6	protein_coding	1	197	1	1	1
chr12	109711949	109714932	ZNF143_conserved_348	109713825	109770495	ENSG00000139438.6	FAM222A	+	protein_coding	ENST00000538780.2	protein_coding	1	385	1	1	1
chr12	110582201	110584454	ZNF143_conserved_349	110533245	110583318	ENSG00000196850.6	PPTC7	-	protein_coding	ENST00000354300.5	protein_coding	1	9	1	1	1
chr12	110613496	110614790	ZNF143_conserved_350	110614129	110649430	ENSG00000204852.17	TCTN1	+	protein_coding	ENST00000397659.9	protein_coding	1	14	1	0	0
chr12	112381672	112382881	ZNF143_conserved_351	112160190	112382439	ENSG00000173064.14	HECTD4	-	protein_coding	ENST00000377560.9	protein_coding	5	163	1	0	0
chr12	112408986	112410268	ZNF143_conserved_352	112405189	112409605	ENSG00000089009.16	RPL6	-	protein_coding	ENST00000202773.14	protein_coding	1	22	1	1	1
chr12	120301797	120303104	ZNF143_conserved_356	120302321	120313249	ENSG00000089163.4	SIRT4	+	protein_coding	ENST00000202967.4	protein_coding	1	129	0	1	0
chr12	120495527	120496965	ZNF143_conserved_357	120496113	120498493	ENSG00000088986.11	DYNLL1	+	protein_coding	ENST00000242577.11	protein_coding	1	133	0	0	0
chr12	120495527	120496965	ZNF143_conserved_357	120490328	120495940	ENSG00000248008.5	NRAV	-	lncRNA	ENST00000500741.2	lncRNA	1	306	0	0	0
chr12	120533661	120535332	ZNF143_conserved_358	120510063	120534434	ENSG00000110871.15	COQ5	-	protein_coding	ENST00000551769.1	protein_coding	3	62	0	0	0
chr12	120533661	120535332	ZNF143_conserved_358	120534356	120577588	ENSG00000022840.17	RNF10	+	protein_coding	ENST00000325954.9	protein_coding	1	140	1	1	1
chr12	121015842	121017267	ZNF143_conserved_359	121003793	121016502	ENSG00000157895.11	C12orf43	-	protein_coding	ENST00000537817.5	protein_coding	1	52	1	1	1
chr12	122500188	122501585	ZNF143_conserved_360	122471600	122500932	ENSG00000033030.15	ZCCHC8	-	protein_coding	ENST00000633063.3	protein_coding	1	46	1	1	1
chr12	122526397	122527682	ZNF143_conserved_361	122503454	122526936	ENSG00000111011.18	RSRC2	-	protein_coding	ENST00000331738.12	protein_coding	1	103	1	0	0
chr12	122526397	122527682	ZNF143_conserved_361	122527249	122626396	ENSG00000184445.12	KNTC1	+	protein_coding	ENST00000333479.12	protein_coding	1	210	0	0	0
chr12	123364075	123366055	ZNF143_conserved_362	123289109	123364847	ENSG00000139697.14	SBNO1	-	protein_coding	ENST00000602398.3	protein_coding	5	218	1	0	0
chr12	123364075	123366055	ZNF143_conserved_362	123364922	123366113	ENSG00000256092.4	SBNO1-AS1	+	lncRNA	ENST00000543072.2	lncRNA	2	143	0	0	0
chr12	132985626	132987012	ZNF143_conserved_365	132986367	133027102	ENSG00000198393.8	ZNF26	+	protein_coding	ENST00000328654.10	protein_coding	1	48	1	1	1
chr12	133036760	133038030	ZNF143_conserved_366	133032659	133037222	ENSG00000246394.8	ZNF84-DT	-	lncRNA	ENST00000443154.3	lncRNA	1	173	1	1	1
chr12	133036760	133038030	ZNF143_conserved_366	133037479	133057425	ENSG00000198040.11	ZNF84	+	protein_coding	ENST00000540031.5	protein_coding	1	84	0	1	0
chr12	133079240	133081330	ZNF143_conserved_367	133080923	133107428	ENSG00000196387.10	ZNF140	+	protein_coding	ENST00000355557.7	protein_coding	1	638	1	0	0
chr12	133129711	133131066	ZNF143_conserved_368	133104779	133130274	ENSG00000214029.6	ZNF891	-	protein_coding	ENST00000537226.3	protein_coding	2	114	0	0	0
chr12	133129711	133131066	ZNF143_conserved_368	133130627	133159465	ENSG00000256223.6	ZNF10	+	protein_coding	ENST00000248211.11	protein_coding	1	239	1	1	1
chr12	133129711	133131066	ZNF143_conserved_368	133130984	133202369	ENSG00000256825.4	ENSG00000256825	+	protein_coding	ENST00000540096.2	protein_coding	2	596	1	1	1
chr13	20901998	20903359	ZNF143_conserved_369	20777329	20902746	ENSG00000132953.18	XPO4	-	protein_coding	ENST00000255305.11	protein_coding	1	68	1	0	0
chr13	24922290	24923626	ZNF143_conserved_370	24882279	24922861	ENSG00000151849.16	CENPJ	-	protein_coding	ENST00000381884.9	protein_coding	1	97	1	0	0
chr13	25300839	25302256	ZNF143_conserved_371	25301524	25336340	ENSG00000139496.18	NUP58	+	protein_coding	ENST00000463407.6	protein_coding	1	23	1	0	0
chr13	26253316	26255047	ZNF143_conserved_372	26254129	26405238	ENSG00000132964.13	CDK8	+	protein_coding	ENST00000381527.8	protein_coding	1	52	1	1	1
chr13	28137610	28138759	ZNF143_conserved_373	28138545	28295335	ENSG00000152520.14	PAN3	+	protein_coding	ENST00000380958.8	protein_coding	5	361	1	0	0
chr13	29849839	29851064	ZNF143_conserved_374	29764371	29850617	ENSG00000122042.10	UBL3	-	protein_coding	ENST00000380680.5	protein_coding	1	166	1	1	1
chr13	30306468	30308083	ZNF143_conserved_375	30202630	30307551	ENSG00000102781.14	KATNAL1	-	protein_coding	ENST00000380615.8	protein_coding	1	276	1	1	1
chr13	31161205	31163084	ZNF143_conserved_376	31136628	31161927	ENSG00000120694.20	HSPH1	-	protein_coding	ENST00000380405.7	protein_coding	1	217	1	1	1
chr13	32537765	32539708	ZNF143_conserved_377	32510292	32538795	ENSG00000244754.9	N4BP2L2	-	protein_coding	ENST00000267068.6	protein_coding	1	59	1	1	1
chr13	41131852	41133399	ZNF143_conserved_378	41132939	41236686	ENSG00000278390.7	ENSG00000278390	+	lncRNA	ENST00000619407.4	lncRNA	2	314	1	1	1
chr13	41263132	41264278	ZNF143_conserved_380	41216369	41263576	ENSG00000120662.16	MTRF1	-	protein_coding	ENST00000379480.9	protein_coding	1	129	1	1	1
chr13	46796456	46797737	ZNF143_conserved_381	46771256	46797161	ENSG00000139684.15	ESD	-	protein_coding	ENST00000378720.8	protein_coding	1	65	0	0	0
chr13	49791866	49793499	ZNF143_conserved_382	49699320	49792682	ENSG00000102753.10	KPNA3	-	protein_coding	ENST00000261667.8	protein_coding	1	0	1	0	0
chr13	50080990	50082922	ZNF143_conserved_383	50049189	50081991	ENSG00000231607.15	DLEU2	-	lncRNA	ENST00000421758.6	lncRNA	1	35	1	0	0
chr13	50080990	50082922	ZNF143_conserved_383	50082169	50107218	ENSG00000176124.15	DLEU1	+	lncRNA	ENST00000469754.3	lncRNA	1	213	1	0	0
chr13	51583310	51585087	ZNF143_conserved_384	51584462	51767709	ENSG00000139668.9	WDFY2	+	protein_coding	ENST00000298125.7	protein_coding	1	264	1	1	1
chr13	79405534	79406818	ZNF143_conserved_385	79318868	79406221	ENSG00000139746.16	RBM26	-	protein_coding	ENST00000438724.5	protein_coding	1	45	1	0	0
chr13	79405534	79406818	ZNF143_conserved_385	79406348	79424328	ENSG00000227354.7	RBM26-AS1	+	lncRNA	ENST00000606049.1	lncRNA	1	172	1	0	0
chr13	106567084	106568499	ZNF143_conserved_386	106541673	106568137	ENSG00000134884.15	ARGLU1	-	protein_coding	ENST00000400198.8	protein_coding	1	346	0	0	0
chr13	110614970	110616550	ZNF143_conserved_387	110615628	110639993	ENSG00000213995.12	NAXD	+	protein_coding	ENST00000309957.3	protein_coding	2	132	1	0	0
chr13	110712169	110713663	ZNF143_conserved_388	110712736	110720175	ENSG00000153487.13	ING1	+	protein_coding	ENST00000338450.7	protein_coding	1	180	1	1	1
chr13	112587276	112588638	ZNF143_conserved_389	112498807	112588125	ENSG00000126216.15	TUBGCP3	-	protein_coding	ENST00000375669.7	protein_coding	1	168	0	0	0
chr14	20342593	20343873	ZNF143_conserved_390	20343615	20357904	ENSG00000129484.14	PARP2	+	protein_coding	ENST00000250416.9	protein_coding	1	382	1	0	0
chr14	21103032	21104847	ZNF143_conserved_391	21093203	21103579	ENSG00000165804.16	ZNF219	-	protein_coding	ENST00000555697.1	protein_coding	2	360	1	0	0
chr14	22929056	22930015	ZNF143_conserved_392	22920529	22929376	ENSG00000100462.16	PRMT5	-	protein_coding	ENST00000324366.13	protein_coding	1	159	0	0	0
chr14	22929056	22930015	ZNF143_conserved_392	22929609	22954692	ENSG00000257285.7	PRMT5-DT	+	lncRNA	ENST00000548819.5	lncRNA	4	74	1	1	1
chr14	23071181	23072171	ZNF143_conserved_393	23058567	23071617	ENSG00000100813.15	ACIN1	-	protein_coding	ENST00000357481.6	protein_coding	1	59	1	0	0
chr14	23555576	23557333	ZNF143_conserved_395	23534242	23556192	ENSG00000136367.15	ZFHX2	-	protein_coding	ENST00000412565.2	protein_coding	2	262	0	0	0
chr14	23555576	23557333	ZNF143_conserved_395	23556271	23560271	ENSG00000259431.6	THTPA	+	protein_coding	ENST00000288014.7	protein_coding	1	183	1	1	1
chr14	24231528	24233685	ZNF143_conserved_396	24216857	24232367	ENSG00000129559.13	NEDD8	-	protein_coding	ENST00000250495.10	protein_coding	1	239	0	1	0
chr14	24231528	24233685	ZNF143_conserved_396	24232442	24239242	ENSG00000100938.19	GMPR2	+	protein_coding	ENST00000559836.5	protein_coding	1	164	1	1	1
chr14	35121627	35123123	ZNF143_conserved_397	35108139	35122473	ENSG00000092020.11	PPP2R3C	-	protein_coding	ENST00000557278.1	protein_coding	1	98	1	1	1
chr14	35121627	35123123	ZNF143_conserved_397	35122552	35277622	ENSG00000100890.16	PRORP	+	protein_coding	ENST00000534898.9	protein_coding	1	177	1	1	1
chr14	35825689	35827155	ZNF143_conserved_398	35819224	35826765	ENSG00000258938.1	ENSG00000258938	-	lncRNA	ENST00000555918.1	lncRNA	2	343	0	1	0
chr14	35825689	35827155	ZNF143_conserved_398	35826338	35871963	ENSG00000100916.14	BRMS1L	+	protein_coding	ENST00000216807.12	protein_coding	1	84	1	1	1
chr14	44961579	44962838	ZNF143_conserved_399	44924324	44961947	ENSG00000179454.14	KLHL28	-	protein_coding	ENST00000396128.9	protein_coding	1	261	0	0	0
chr14	44961579	44962838	ZNF143_conserved_399	44962208	45074431	ENSG00000198718.13	TOGARAM1	+	protein_coding	ENST00000361577.7	protein_coding	1	0	1	1	1
chr14	49585793	49587164	ZNF143_conserved_400	49583577	49586380	ENSG00000213741.11	RPS29	-	protein_coding	ENST00000245458.11	protein_coding	1	98	0	0	0
chr14	49633593	49635485	ZNF143_conserved_401	49625174	49635230	ENSG00000165506.15	DNAAF2	-	protein_coding	ENST00000406043.3	protein_coding	1	691	1	0	0
chr14	52706828	52707833	ZNF143_conserved_402	52707200	52728590	ENSG00000100519.12	PSMC6	+	protein_coding	ENST00000445930.7	protein_coding	1	130	1	0	0
chr14	54440792	54441709	ZNF143_conserved_403	54423561	54441374	ENSG00000100528.12	CNIH1	-	protein_coding	ENST00000216416.9	protein_coding	1	124	1	0	0
chr14	55411255	55412546	ZNF143_conserved_404	55366391	55411830	ENSG00000126775.9	ATG14	-	protein_coding	ENST00000247178.6	protein_coding	1	70	1	0	0
chr14	58244319	58245368	ZNF143_conserved_405	58244843	58272004	ENSG00000100567.13	PSMA3	+	protein_coding	ENST00000216455.9	protein_coding	1	0	1	0	0
chr14	59187770	59189448	ZNF143_conserved_406	59188667	59371403	ENSG00000100592.16	DAAM1	+	protein_coding	ENST00000360909.8	protein_coding	1	58	1	1	1
chr14	63641299	63643052	ZNF143_conserved_407	63598502	63641407	ENSG00000140006.12	WDR89	-	protein_coding	ENST00000267522.7	protein_coding	1	768	1	1	1
chr14	64986580	64987879	ZNF143_conserved_408	64986895	65062650	ENSG00000257365.8	FNTB	+	protein_coding	ENST00000246166.3	protein_coding	1	334	1	1	1
chr14	65101782	65103726	ZNF143_conserved_409	65075124	65102544	ENSG00000125952.20	MAX	-	protein_coding	ENST00000618858.4	protein_coding	1	210	1	1	1
chr14	67674099	67675433	ZNF143_conserved_410	67647085	67674632	ENSG00000100568.11	VTI1B	-	protein_coding	ENST00000554659.6	protein_coding	1	134	1	1	1
chr14	67694668	67696429	ZNF143_conserved_411	67677364	67695754	ENSG00000072042.13	RDH11	-	protein_coding	ENST00000553384.5	protein_coding	1	206	1	1	1
chr14	67819053	67820339	ZNF143_conserved_412	67819779	68611565	ENSG00000182185.19	RAD51B	+	protein_coding	ENST00000487861.5	protein_coding	1	83	1	1	1
chr14	73026733	73027814	ZNF143_conserved_413	72969452	73027131	ENSG00000165861.14	ZFYVE1	-	protein_coding	ENST00000318876.9	protein_coding	1	142	1	1	1
chr14	73058048	73059324	ZNF143_conserved_414	73057925	73059415	ENSG00000258813.2	RBM25-AS1	-	lncRNA	ENST00000554737.2	lncRNA	3	729	1	0	0
chr14	73058048	73059324	ZNF143_conserved_414	73058549	73101179	ENSG00000119707.14	RBM25	+	protein_coding	ENST00000526754.5	protein_coding	1	137	0	0	0
chr14	73644419	73645264	ZNF143_conserved_415	73644986	73703732	ENSG00000119661.15	DNAL1	+	protein_coding	ENST00000553645.7	protein_coding	1	145	1	0	0
chr14	77039882	77040845	ZNF143_conserved_416	77041064	77069503	ENSG00000246548.3	LINC02288	+	lncRNA	ENST00000500215.3	lncRNA	2	701	0	0	0
chr14	77320134	77322005	ZNF143_conserved_417	77274956	77320883	ENSG00000009830.13	POMT2	-	protein_coding	ENST00000261534.9	protein_coding	1	186	1	1	1
chr14	77320134	77322005	ZNF143_conserved_417	77321036	77331597	ENSG00000100577.19	GSTZ1	+	protein_coding	ENST00000216465.10	protein_coding	1	33	1	1	1
chr14	77457081	77458797	ZNF143_conserved_418	77426675	77457601	ENSG00000151445.16	VIPAS39	-	protein_coding	ENST00000557658.6	protein_coding	1	338	1	1	1
chr14	77457081	77458797	ZNF143_conserved_418	77458093	77469472	ENSG00000100591.8	AHSA1	+	protein_coding	ENST00000216479.8	protein_coding	1	154	1	1	1
chr14	77760457	77762089	ZNF143_conserved_419	77717599	77761156	ENSG00000100603.14	SNW1	-	protein_coding	ENST00000261531.12	protein_coding	1	117	1	1	1
chr14	77760457	77762089	ZNF143_conserved_419	77760974	77769728	ENSG00000197734.10	C14orf178	+	lncRNA	ENST00000556047.1	lncRNA	1	299	0	0	0
chr14	77799400	77800744	ZNF143_conserved_420	77800109	77935014	ENSG00000063761.16	ADCK1	+	protein_coding	ENST00000238561.10	protein_coding	1	37	1	1	1
chr14	80941068	80942372	ZNF143_conserved_421	80830165	80941687	ENSG00000100629.17	CEP128	-	protein_coding	ENST00000216517.10	protein_coding	1	33	1	1	1
chr14	81533337	81534753	ZNF143_conserved_422	81471547	81533853	ENSG00000071537.14	SEL1L	-	protein_coding	ENST00000336735.9	protein_coding	1	192	0	1	0
chr14	90331136	90332468	ZNF143_conserved_423	90267860	90331941	ENSG00000119720.18	NRDE2	-	protein_coding	ENST00000354366.8	protein_coding	1	139	1	1	1
chr14	92039368	92040884	ZNF143_conserved_424	91965991	92040059	ENSG00000100815.12	TRIP11	-	protein_coding	ENST00000267622.8	protein_coding	1	67	1	0	0
chr14	95534282	95535207	ZNF143_conserved_425	95532297	95534800	ENSG00000247092.9	SNHG10	-	lncRNA	ENST00000500370.2	lncRNA	2	56	1	0	0
chr14	95534282	95535207	ZNF143_conserved_425	95535050	95544714	ENSG00000182512.5	GLRX5	+	protein_coding	ENST00000331334.5	protein_coding	1	306	1	0	0
chr14	96501457	96503208	ZNF143_conserved_426	96502382	96567116	ENSG00000090060.19	PAPOLA	+	protein_coding	ENST00000216277.13	protein_coding	1	50	1	1	1
chr14	96796781	96798274	ZNF143_conserved_428	96797382	96881609	ENSG00000100749.9	VRK1	+	protein_coding	ENST00000216639.8	protein_coding	1	145	1	1	1
chr14	101963644	101965667	ZNF143_conserved_430	101964573	102056443	ENSG00000197102.14	DYNC1H1	+	protein_coding	ENST00000360184.10	protein_coding	1	82	1	1	1
chr14	103332995	103335216	ZNF143_conserved_431	103334237	103345025	ENSG00000100664.11	EIF5	+	protein_coding	ENST00000216554.8	protein_coding	1	132	1	0	0
chr14	103920884	103921919	ZNF143_conserved_432	103912302	103921501	ENSG00000156411.10	ATP5MJ	-	protein_coding	ENST00000414262.6	protein_coding	1	100	1	0	0
chr15	34337355	34338694	ZNF143_conserved_434	34233259	34338060	ENSG00000140199.13	SLC12A6	-	protein_coding	ENST00000397702.6	protein_coding	1	36	1	1	1
chr15	40160308	40161628	ZNF143_conserved_435	40161069	40221123	ENSG00000156970.13	BUB1B	+	protein_coding	ENST00000287598.11	protein_coding	1	101	1	1	1
chr15	40693854	40695687	ZNF143_conserved_436	40686183	40695101	ENSG00000245849.8	RAD51-AS1	-	lncRNA	ENST00000526635.2	lncRNA	2	331	1	1	1
chr15	40693854	40695687	ZNF143_conserved_436	40695129	40731592	ENSG00000051180.17	RAD51	+	protein_coding	ENST00000423169.6	protein_coding	1	359	0	0	0
chr15	40806691	40808405	ZNF143_conserved_437	40765161	40807473	ENSG00000104129.10	DNAJC17	-	protein_coding	ENST00000220496.9	protein_coding	1	75	1	1	1
chr15	40806691	40808405	ZNF143_conserved_437	40807590	40814569	ENSG00000166140.17	ZFYVE19	+	protein_coding	ENST00000299173.14	protein_coding	1	42	1	1	1
chr15	42919903	42921824	ZNF143_conserved_438	42776918	42920809	ENSG00000128881.18	TTBK2	-	protein_coding	ENST00000567840.5	protein_coding	1	54	1	1	1
chr15	49154858	49156046	ZNF143_conserved_439	49134033	49155590	ENSG00000166200.15	COPS2	-	protein_coding	ENST00000558843.5	protein_coding	1	138	1	0	0
chr15	49154858	49156046	ZNF143_conserved_439	49155765	49331882	ENSG00000156958.15	GALK2	+	protein_coding	ENST00000327171.7	protein_coding	1	313	1	0	0
chr15	50423903	50424898	ZNF143_conserved_440	50424405	50514421	ENSG00000138592.14	USP8	+	protein_coding	ENST00000307179.9	protein_coding	1	5	0	0	0
chr15	51828965	51830751	ZNF143_conserved_441	51829653	51915725	ENSG00000138594.14	TMOD3	+	protein_coding	ENST00000308580.12	protein_coding	1	205	1	1	1
chr15	52568233	52569689	ZNF143_conserved_442	52547045	52569030	ENSG00000128989.11	ARPP19	-	protein_coding	ENST00000249822.9	protein_coding	1	69	1	1	1
chr15	55407759	55408959	ZNF143_conserved_443	55355250	55408510	ENSG00000260916.8	CCPG1	-	protein_coding	ENST00000310958.10	protein_coding	1	151	1	1	1
chr15	55407759	55408959	ZNF143_conserved_443	55408495	55418798	ENSG00000261652.3	PIERCE2	+	protein_coding	ENST00000569691.2	protein_coding	1	136	0	1	0
chr15	56732908	56734105	ZNF143_conserved_444	56630176	56733509	ENSG00000137871.21	ZNF280D	-	protein_coding	ENST00000267807.12	protein_coding	1	3	1	0	0
chr15	63188894	63189855	ZNF143_conserved_445	63189606	63267776	ENSG00000166128.13	RAB8B	+	protein_coding	ENST00000321437.9	protein_coding	1	232	0	1	0
chr15	64093029	64094800	ZNF143_conserved_446	64072565	64093838	ENSG00000166797.11	CIAO2A	-	protein_coding	ENST00000300030.8	protein_coding	1	76	1	1	1
chr15	64093029	64094800	ZNF143_conserved_446	64094123	64138006	ENSG00000028528.15	SNX1	+	protein_coding	ENST00000560829.5	protein_coding	5	209	1	1	1
chr15	64162593	64164003	ZNF143_conserved_447	64155817	64163022	ENSG00000166794.6	PPIB	-	protein_coding	ENST00000300026.4	protein_coding	1	276	0	0	0
chr15	65184773	65186079	ZNF143_conserved_448	65148219	65185342	ENSG00000166855.9	CLPX	-	protein_coding	ENST00000300107.7	protein_coding	1	84	1	1	1
chr15	67839569	67840833	ZNF143_conserved_451	67834310	67838879	ENSG00000245719.1	ENSG00000245719	-	lncRNA	ENST00000502156.1	lncRNA	1	1322	1	0	0
chr15	74460629	74461790	ZNF143_conserved_452	74445977	74461160	ENSG00000138629.16	UBL7	-	protein_coding	ENST00000395081.7	protein_coding	1	49	1	1	1
chr15	74460629	74461790	ZNF143_conserved_452	74461265	74481302	ENSG00000247240.10	UBL7-DT	+	lncRNA	ENST00000499217.6	lncRNA	1	56	0	0	0
chr15	74889022	74890862	ZNF143_conserved_453	74890039	74899441	ENSG00000178802.18	MPI	+	protein_coding	ENST00000566377.5	protein_coding	1	97	1	1	1
chr15	75023001	75024004	ZNF143_conserved_454	75023590	75050726	ENSG00000138621.12	PPCDC	+	protein_coding	ENST00000342932.8	protein_coding	1	88	1	1	1
chr15	77419901	77421565	ZNF143_conserved_456	77177819	77420122	ENSG00000173517.11	PEAK1	-	protein_coding	ENST00000558305.5	protein_coding	4	611	1	1	1
chr15	77419901	77421565	ZNF143_conserved_456	77420674	77485603	ENSG00000140382.15	HMG20A	+	protein_coding	ENST00000381714.7	protein_coding	1	59	1	1	1
chr15	84600313	84601609	ZNF143_conserved_457	84601018	84606889	ENSG00000176371.14	ZSCAN2	+	protein_coding	ENST00000334141.7	protein_coding	1	57	1	1	1
chr15	84630959	84632302	ZNF143_conserved_458	84631477	84638663	ENSG00000291159.1	ENSG00000291159	+	lncRNA	ENST00000560416.6	lncRNA	1	153	0	0	0
chr15	88466752	88468133	ZNF143_conserved_459	88459478	88467388	ENSG00000259494.2	MRPL46	-	protein_coding	ENST00000312475.5	protein_coding	1	54	0	0	0
chr15	88466752	88468133	ZNF143_conserved_459	88467708	88480776	ENSG00000181991.16	MRPS11	+	protein_coding	ENST00000325844.9	protein_coding	1	266	1	0	0
chr15	90351506	90352780	ZNF143_conserved_461	90352284	90362847	ENSG00000196391.11	ZNF774	+	protein_coding	ENST00000354377.8	protein_coding	1	141	1	1	1
chr15	101294638	101295956	ZNF143_conserved_462	101281510	101295248	ENSG00000131876.18	SNRPA1	-	protein_coding	ENST00000254193.11	protein_coding	1	49	1	0	0
chr15	101294638	101295956	ZNF143_conserved_462	101295419	101305737	ENSG00000259172.1	SNRPA1-DT	+	lncRNA	ENST00000558838.1	lncRNA	1	122	1	0	0
chr16	228638	230097	ZNF143_conserved_463	188990	229449	ENSG00000007392.17	LUC7L	-	protein_coding	ENST00000293872.13	protein_coding	1	82	1	1	1
chr16	526249	529080	ZNF143_conserved_464	527712	554636	ENSG00000103326.12	CAPN15	+	protein_coding	ENST00000219611.7	protein_coding	1	48	1	1	1
chr16	635499	637789	ZNF143_conserved_465	634429	636342	ENSG00000130731.16	METTL26	-	protein_coding	ENST00000338401.8	protein_coding	1	302	1	1	1
chr16	1420278	1421542	ZNF143_conserved_466	1419752	1420747	ENSG00000174109.5	C16orf91	-	protein_coding	ENST00000442039.3	protein_coding	1	163	1	1	1
chr16	1958772	1960226	ZNF143_conserved_467	1952954	1957606	ENSG00000140986.8	RPL3L	-	protein_coding	ENST00000565426.1	protein_coding	4	1893	1	0	0
chr16	1958772	1960226	ZNF143_conserved_467	1959538	1961975	ENSG00000140990.15	NDUFB10	+	protein_coding	ENST00000268668.11	protein_coding	1	39	1	1	1
chr16	1983155	1985155	ZNF143_conserved_468	1980540	1984192	ENSG00000196408.12	NOXO1	-	protein_coding	ENST00000567471.1	protein_coding	5	37	0	0	0
chr16	1983155	1985155	ZNF143_conserved_468	1984193	1987749	ENSG00000127554.13	GFER	+	protein_coding	ENST00000248114.7	protein_coding	1	38	1	0	0
chr16	2047007	2048726	ZNF143_conserved_469	2039815	2047866	ENSG00000065057.9	NTHL1	-	protein_coding	ENST00000219066.5	protein_coding	1	0	1	0	0
chr16	2047007	2048726	ZNF143_conserved_469	2047989	2088718	ENSG00000103197.18	TSC2	+	protein_coding	ENST00000401874.7	protein_coding	1	123	1	1	1
chr16	2154803	2156823	ZNF143_conserved_470	2154792	2155405	ENSG00000260260.3	SNHG19	-	lncRNA	ENST00000563192.2	lncRNA	2	408	0	1	0
chr16	2154803	2156823	ZNF143_conserved_470	2155782	2178129	ENSG00000131653.14	TRAF7	+	protein_coding	ENST00000326181.11	protein_coding	1	31	1	1	1
chr16	2751503	2753481	ZNF143_conserved_471	2737103	2752600	ENSG00000205913.7	SRRM2-AS1	-	lncRNA	ENST00000573802.1	lncRNA	2	108	1	0	0
chr16	2751503	2753481	ZNF143_conserved_471	2752626	2771393	ENSG00000167978.18	SRRM2	+	protein_coding	ENST00000576924.6	protein_coding	1	134	1	1	1
chr16	2867753	2868782	ZNF143_conserved_472	2866347	2868219	ENSG00000263280.4	ENSG00000263280	-	lncRNA	ENST00000575693.2	lncRNA	3	48	1	1	1
chr16	3023002	3025159	ZNF143_conserved_473	3022625	3023961	ENSG00000103145.11	HCFC1R1	-	protein_coding	ENST00000574151.5	protein_coding	1	119	1	1	1
chr16	3023002	3025159	ZNF143_conserved_473	3024041	3027755	ENSG00000131652.14	THOC6	+	protein_coding	ENST00000574549.5	protein_coding	1	39	1	0	0
chr16	3134255	3135571	ZNF143_conserved_474	3128862	3134873	ENSG00000263072.10	ZNF213-AS1	-	lncRNA	ENST00000573447.2	lncRNA	1	40	1	1	1
chr16	3134255	3135571	ZNF143_conserved_474	3135029	3142804	ENSG00000085644.14	ZNF213	+	protein_coding	ENST00000396878.8	protein_coding	1	116	1	1	1
chr16	3234535	3235647	ZNF143_conserved_475	3223892	3235070	ENSG00000010539.12	ZNF200	-	protein_coding	ENST00000575948.1	protein_coding	1	21	1	1	1
chr16	3263423	3265135	ZNF143_conserved_476	3263743	3267567	ENSG00000281005.2	LINC00921	+	lncRNA	ENST00000573951.1	lncRNA	2	536	1	1	1
chr16	3282219	3284365	ZNF143_conserved_477	3283491	3291460	ENSG00000006194.11	ZNF263	+	protein_coding	ENST00000219069.6	protein_coding	1	199	1	1	1
chr16	3400559	3401860	ZNF143_conserved_478	3382085	3401025	ENSG00000140987.21	ZSCAN32	-	protein_coding	ENST00000304926.7	protein_coding	1	184	1	0	0
chr16	3400559	3401860	ZNF143_conserved_478	3401215	3409364	ENSG00000103343.13	ZNF174	+	protein_coding	ENST00000268655.5	protein_coding	1	6	1	1	1
chr16	4271052	4272621	ZNF143_conserved_479	4257186	4273023	ENSG00000090447.12	TFAP4	-	protein_coding	ENST00000204517.11	protein_coding	1	1187	1	0	0
chr16	4424831	4426593	ZNF143_conserved_480	4416461	4425705	ENSG00000262246.6	CORO7	-	protein_coding	ENST00000573165.1	protein_coding	3	7	1	1	1
chr16	4424831	4426593	ZNF143_conserved_480	4425860	4456775	ENSG00000103423.14	DNAJA3	+	protein_coding	ENST00000355296.8	protein_coding	1	148	1	0	0
chr16	4613750	4617514	ZNF143_conserved_481	4608884	4614888	ENSG00000153443.13	UBALD1	-	protein_coding	ENST00000283474.12	protein_coding	1	744	1	1	1
chr16	4624049	4626236	ZNF143_conserved_482	4624961	4688908	ENSG00000102858.13	MGRN1	+	protein_coding	ENST00000588994.5	protein_coding	1	181	1	1	1
chr16	4733647	4735262	ZNF143_conserved_483	4696511	4734271	ENSG00000168096.15	ANKS3	-	protein_coding	ENST00000304283.9	protein_coding	2	183	1	0	0
