chrom	start_peak	end_peak	name_peak	start_gene	end_gene	gene_id	gene_name	strand_gene	gene_type	transcript_id	transcript_type	transcript_support	distance	rpkm	cpm	sbs1_motif	sbs2_motif	sbs1_and_sbs2_motif
chr11	50915757	50916389	ZFP143_peak_428	50898712	50916142	ENSMUSG00000049321.17	Zfp2	-	protein_coding	ENSMUST00000116378.7	protein_coding	1	69	0.3672780743781504	6.401656836411161	0	0	0
chr11	50931422	50931961	ZFP143_peak_429	50921823	50931633	ENSMUSG00000020335.13	Zfp354b	-	protein_coding	ENSMUST00000109124.9	protein_coding	1	58	0.03359617665078247	0.329578492944176	1	1	1
chr11	51058916	51059556	ZFP143_peak_430	51059257	51071362	ENSMUSG00000020364.14	Zfp354a	+	protein_coding	ENSMUST00000102766.9	protein_coding	1	21	0.15673648001349932	1.8972950905634096	1	1	1
chr11	51220245	51220551	ZFP143_peak_431	51189833	51220418	ENSMUSG00000086646.7	Platr20	-	lincRNA	ENSMUST00000143209.7	lincRNA	1	20	0.394702318592267	12.071970414144486	0	0	0
chr11	51220245	51220551	ZFP143_peak_431	51220473	51235053	ENSMUSG00000061469.3	Gm12569	+	protein_coding	ENSMUST00000126189.2	protein_coding	5	75	0.2865762292441202	4.178281422379273	1	0	0
chr11	51605835	51606086	ZFP143_peak_432	51600100	51606847	ENSMUSG00000020358.17	Hnrnpab	-	protein_coding	ENSMUST00000074669.9	protein_coding	1	887	10.427210362512618	70.35238831587262	1	0	0
chr11	51967441	51967976	ZFP143_peak_434	51967661	51977334	ENSMUSG00000020392.8	Cdkn2aipnl	+	protein_coding	ENSMUST00000102763.4	protein_coding	1	47	1.243082353085311	12.024335601394213	0	0	0
chr11	53324525	53324905	ZFP143_peak_435	53324679	53333301	ENSMUSG00000018239.9	Zcchc10	+	protein_coding	ENSMUST00000018383.9	protein_coding	1	36	1.6947908667824092	14.612486853397932	1	0	0
chr11	53519551	53520139	ZFP143_peak_436	53519800	53544096	ENSMUSG00000018398.18	Septin8	+	protein_coding	ENSMUST00000117061.7	protein_coding	1	45	0.3069783653643975	7.458346364893401	1	1	1
chr11	53707022	53707569	ZFP143_peak_437	53683255	53707295	ENSMUSG00000020380.16	Rad50	-	protein_coding	ENSMUST00000124352.1	protein_coding	1	0	0.24757649145315472	5.951738854533839	1	0	0
chr11	58306803	58307232	ZFP143_peak_439	58307172	58314627	ENSMUSG00000037243.17	Zfp692	+	protein_coding	ENSMUST00000049353.8	protein_coding	1	155	0.3550106034322078	2.6466040485871094	1	1	1
chr11	58978152	58978346	ZFP143_peak_441	58965748	58978050	ENSMUSG00000085379.1	2310058D17Rik	-	processed_transcript	ENSMUST00000131221.1	processed_transcript	1	199	0.42380575992532143	5.213658458601304	0	0	0
chr11	58978152	58978346	ZFP143_peak_441	58978116	58991457	ENSMUSG00000020455.16	Trim11	+	protein_coding	ENSMUST00000093061.6	protein_coding	1	133	1.2828160240200386	17.11404857645133	0	0	0
chr11	59227941	59228450	ZFP143_peak_442	59211412	59228162	ENSMUSG00000048076.14	Arf1	-	protein_coding	ENSMUST00000163300.7	protein_coding	1	33	2.3648566804225006	39.611349397076886	1	0	0
chr11	60046248	60046850	ZFP143_peak_443	59970614	60046481	ENSMUSG00000000301.16	Pemt	-	protein_coding	ENSMUST00000102693.8	protein_coding	1	68	0.06667773904377257	5.058640028033894	1	1	1
chr11	60115133	60115529	ZFP143_peak_444	60112219	60115230	ENSMUSG00000051008.5	4930412M03Rik	-	lincRNA	ENSMUST00000130746.1	lincRNA	1	101	0.2312153653524383	0.6961894650761917	0	0	0
chr11	60416915	60417448	ZFP143_peak_446	60400626	60417051	ENSMUSG00000042709.15	Atpaf2	-	protein_coding	ENSMUST00000108721.8	protein_coding	1	130	0.6319598968736091	10.37994130614903	1	0	0
chr11	60416915	60417448	ZFP143_peak_446	60417262	60445277	ENSMUSG00000018415.14	Gid4	+	protein_coding	ENSMUST00000070681.6	protein_coding	1	81	0.462469619524237	12.9560863909715	1	1	1
chr11	60699407	60699864	ZFP143_peak_447	60699723	60714186	ENSMUSG00000020536.12	Llgl1	+	protein_coding	ENSMUST00000052346.9	protein_coding	1	88	0.7693651405075381	11.127328027160523	1	1	1
chr11	60777103	60777538	ZFP143_peak_448	60740059	60777287	ENSMUSG00000002814.15	Top3a	-	protein_coding	ENSMUST00000117743.7	protein_coding	1	33	0.7169701972612493	26.69136650364179	0	0	0
chr11	60777103	60777538	ZFP143_peak_448	60777525	60788287	ENSMUSG00000049323.8	Smcr8	+	protein_coding	ENSMUST00000056907.6	protein_coding	1	205	2.026011870012109	21.80393974507032	1	1	1
chr11	60878531	60879296	ZFP143_peak_449	60864452	60879272	ENSMUSG00000043284.12	Tmem11	-	protein_coding	ENSMUST00000062677.11	protein_coding	1	359	2.26229129968241	33.52715706129331	0	1	0
chr11	61929963	61930494	ZFP143_peak_450	61871307	61930252	ENSMUSG00000047804.15	Akap10	-	protein_coding	ENSMUST00000102650.9	protein_coding	1	24	0.5726742556902606	33.75628400166241	1	0	0
chr11	61956469	61957061	ZFP143_peak_451	61956763	62138071	ENSMUSG00000042331.13	Specc1	+	protein_coding	ENSMUST00000201671.3	protein_coding	5	2	0.010373734473777794	1.880841049971704	1	1	1
chr11	62602467	62603074	ZFP143_peak_452	62602877	62604807	ENSMUSG00000086841.1	2410006H16Rik	+	processed_transcript	ENSMUST00000131787.1	processed_transcript	1	107	62.068612408062876	119.79242194756135	1	0	0
chr11	62789265	62789744	ZFP143_peak_453	62778387	62789462	ENSMUSG00000047342.17	Zfp286	-	protein_coding	ENSMUST00000054654.12	protein_coding	1	42	0.2511763516227955	2.7817780942224597	0	0	0
chr11	64978639	64978842	ZFP143_peak_454	64979038	65002069	ENSMUSG00000020549.14	Elac2	+	protein_coding	ENSMUST00000071891.11	protein_coding	1	298	0.4292538701182679	9.886145882693828	0	0	0
chr11	65162677	65163222	ZFP143_peak_455	65002039	65162961	ENSMUSG00000033389.16	Arhgap44	-	protein_coding	ENSMUST00000047463.14	protein_coding	1	12	0.2329672104824628	37.489549445258874	1	1	1
chr11	69015884	69016371	ZFP143_peak_456	69016097	69036470	ENSMUSG00000020898.18	Ctc1	+	protein_coding	ENSMUST00000116359.2	protein_coding	1	30	1.3735533159747924	27.983401706354442	0	0	0
chr11	69395695	69396356	ZFP143_peak_459	69393612	69395333	ENSMUSG00000044795.12	Cyb5d1	-	protein_coding	ENSMUST00000051620.4	protein_coding	1	692	0.8660781502614144	1.4905204965998942	1	1	1
chr11	69395695	69396356	ZFP143_peak_459	69395814	69396680	ENSMUSG00000059278.9	Naa38	+	protein_coding	ENSMUST00000082283.9	processed_transcript	1	211	1.3847886142044135	1.1992269399010218	1	1	1
chr11	69579204	69579619	ZFP143_peak_460	69561759	69579324	ENSMUSG00000041346.11	Wrap53	-	protein_coding	ENSMUST00000048139.11	protein_coding	1	87	0.9773152200893884	17.16654184087011	1	1	1
chr11	69580171	69580616	ZFP143_peak_461	69580402	69590505	ENSMUSG00000059552.13	Trp53	+	protein_coding	ENSMUST00000147512.1	processed_transcript	1	9	3.38970743628723	34.246214228809876	0	0	0
chr11	69671306	69671488	ZFP143_peak_462	69666936	69672317	ENSMUSG00000059796.16	Eif4a1	-	protein_coding	ENSMUST00000163666.2	protein_coding	1	920	23.69208114228247	127.48708862662198	0	0	0
chr11	69758601	69758908	ZFP143_peak_464	69733997	69758637	ENSMUSG00000005198.15	Polr2a	-	protein_coding	ENSMUST00000058470.15	protein_coding	1	117	3.1655695505517167	77.9996337255943	0	0	0
chr11	69805617	69805996	ZFP143_peak_466	69803603	69805624	ENSMUSG00000089876.3	Tmem102	-	protein_coding	ENSMUST00000051025.4	protein_coding	1	182	0.4817623554842301	0.973641720433629	0	1	0
chr11	69920544	69920734	ZFP143_peak_468	69916720	69920630	ENSMUSG00000078812.10	Eif5a	-	protein_coding	ENSMUST00000108610.7	protein_coding	1	9	10.601408803535474	41.4515084218237	0	0	0
chr11	69995077	69995949	ZFP143_peak_469	69995777	70000009	ENSMUSG00000018572.10	Phf23	+	protein_coding	ENSMUST00000018716.9	protein_coding	1	264	1.7643183272453353	7.466595160902259	1	1	1
chr11	70015171	70015640	ZFP143_peak_470	70010183	70015408	ENSMUSG00000018574.14	Acadvl	-	protein_coding	ENSMUST00000102574.9	protein_coding	1	3	0.20629553982911134	1.0778941956071066	1	1	1
chr11	70015171	70015640	ZFP143_peak_470	70017275	70030654	ENSMUSG00000020886.17	Dlg4	+	protein_coding	ENSMUST00000108586.4	processed_transcript	3	1870	0.04645326841854999	0.6214982781717804	0	0	0
chr11	70451654	70452191	ZFP143_peak_472	70451919	70453727	ENSMUSG00000018923.13	Med11	+	protein_coding	ENSMUST00000019067.7	protein_coding	1	3	1.167053243390562	2.1100322640501363	0	0	0
chr11	70525202	70525466	ZFP143_peak_474	70525386	70527649	ENSMUSG00000018286.6	Psmb6	+	protein_coding	ENSMUST00000018430.6	protein_coding	1	52	4.515880775689078	10.219438195384384	1	0	0
chr11	70646927	70647143	ZFP143_peak_475	70644196	70647058	ENSMUSG00000014606.14	Slc25a11	-	protein_coding	ENSMUST00000014750.14	protein_coding	1	23	1.3199223400215667	3.777617737141724	1	0	0
chr11	70646927	70647143	ZFP143_peak_475	70647287	70651421	ENSMUSG00000040746.15	Rnf167	+	protein_coding	ENSMUST00000037534.7	protein_coding	1	252	2.194263433965321	9.071085036012636	0	0	0
chr11	70970209	70970736	ZFP143_peak_476	70943072	70969973	ENSMUSG00000040667.11	Nup88	-	protein_coding	ENSMUST00000108531.7	protein_coding	1	499	1.1033363525830935	29.680851220837802	0	0	0
chr11	70970209	70970736	ZFP143_peak_476	70970507	70977687	ENSMUSG00000018449.12	Rpain	+	protein_coding	ENSMUST00000178822.7	protein_coding	1	35	0.46053571931767245	3.306646464700888	1	1	1
chr11	71004230	71004766	ZFP143_peak_477	70984091	71004437	ENSMUSG00000040620.15	Dhx33	-	protein_coding	ENSMUST00000108527.7	protein_coding	1	61	0.6284110255872979	12.785650726599163	0	0	0
chr11	71019521	71020111	ZFP143_peak_478	71009933	71019841	ENSMUSG00000018442.13	Derl2	-	protein_coding	ENSMUST00000171041.7	protein_coding	1	25	0.7042448717314856	6.977658189115559	1	0	0
chr11	71019521	71020111	ZFP143_peak_478	71019611	71027371	ENSMUSG00000040599.13	Mis12	+	protein_coding	ENSMUST00000048807.11	protein_coding	1	205	1.5313404669580217	11.883202023594247	1	1	1
chr11	72206927	72207329	ZFP143_peak_479	72195375	72207431	ENSMUSG00000020807.15	4933427D14Rik	-	protein_coding	ENSMUST00000108505.1	protein_coding	1	303	0.26960814773637365	3.2503958291097206	1	0	0
chr11	72206927	72207329	ZFP143_peak_479	72207547	72210015	ENSMUSG00000020803.3	Txndc17	+	protein_coding	ENSMUST00000021158.3	protein_coding	1	419	0.8946169484606776	2.2079146288009524	1	0	0
chr11	72215005	72215252	ZFP143_peak_480	72211724	72215592	ENSMUSG00000020801.8	Med31	-	protein_coding	ENSMUST00000021157.8	protein_coding	1	464	0.5326142034337205	2.0601517388816304	1	0	0
chr11	73176800	73177188	ZFP143_peak_481	73175519	73177037	ENSMUSG00000047260.4	Emc6	-	protein_coding	ENSMUST00000054952.3	protein_coding	1	43	2.6250792031826187	3.9848702304312154	1	0	0
chr11	73176800	73177188	ZFP143_peak_481	73177083	73182152	ENSMUSG00000040158.12	Tax1bp3	+	protein_coding	ENSMUST00000040687.11	protein_coding	1	89	0.1865441094730166	0.9455920909187212	0	0	0
chr11	73198832	73199297	ZFP143_peak_482	73183596	73199042	ENSMUSG00000005949.9	Ctns	-	protein_coding	ENSMUST00000006103.8	protein_coding	1	22	0.36861404769617195	5.693612580715072	0	1	0
chr11	73198832	73199297	ZFP143_peak_482	73199460	73224511	ENSMUSG00000005951.13	Shpk	+	protein_coding	ENSMUST00000006105.6	protein_coding	1	396	0.022265636168689443	0.5577764516618392	0	0	0
chr11	75400021	75400407	ZFP143_peak_483	75399609	75400633	ENSMUSG00000018809.2	Smyd4	+	protein_coding	ENSMUST00000135774.1	processed_transcript	2	605	0.16123277415669335	0.16510236073645398	0	0	0
chr11	75461063	75461662	ZFP143_peak_485	75461539	75466676	ENSMUSG00000085148.1	Mir22hg	+	processed_transcript	ENSMUST00000149940.1	processed_transcript	1	177	0.563947815805024	2.896999929790408	0	1	0
chr11	75630524	75631044	ZFP143_peak_487	75630988	75648871	ENSMUSG00000006127.9	Inpp5k	+	protein_coding	ENSMUST00000006286.8	protein_coding	1	204	0.4645631829159621	8.30778340008615	0	0	0
chr11	75679100	75679504	ZFP143_peak_488	75679311	75700789	ENSMUSG00000017776.15	Crk	+	protein_coding	ENSMUST00000093115.3	protein_coding	1	9	1.4688549501694177	31.548066619738755	1	0	0
chr11	76406649	76407421	ZFP143_peak_490	76407143	76416292	ENSMUSG00000020843.15	Timm22	+	protein_coding	ENSMUST00000021203.6	protein_coding	1	108	0.5382676373724631	4.924610614320665	1	1	1
chr11	76614222	76614651	ZFP143_peak_491	76479113	76613395	ENSMUSG00000017631.19	Abr	-	protein_coding	ENSMUST00000176024.1	protein_coding	5	1041	0.4296780179730596	57.69802360945839	1	0	0
chr11	76763413	76763806	ZFP143_peak_493	76726602	76763579	ENSMUSG00000010392.8	Gosr1	-	protein_coding	ENSMUST00000010536.8	protein_coding	1	30	0.45161683653993046	16.699435764737007	1	0	0
chr11	77489741	77490390	ZFP143_peak_494	77470485	77489666	ENSMUSG00000037907.16	Ankrd13b	-	protein_coding	ENSMUST00000037593.13	protein_coding	1	399	0.11951796546601963	2.2924740956037226	1	1	1
chr11	77893760	77894024	ZFP143_peak_495	77880615	77894096	ENSMUSG00000017453.4	Pipox	-	protein_coding	ENSMUST00000017597.4	protein_coding	1	204	0.6821582339202541	9.196175151478945	0	0	0
chr11	77982414	77982867	ZFP143_peak_498	77982754	78026214	ENSMUSG00000037791.15	Phf12	+	protein_coding	ENSMUST00000108360.7	protein_coding	1	114	1.3106296834484248	56.95996604266854	1	0	0
chr11	78080134	78080710	ZFP143_peak_499	78073376	78080383	ENSMUSG00000020832.14	Eral1	-	protein_coding	ENSMUST00000021183.3	protein_coding	1	39	0.6279436913856046	4.400001445538932	1	0	0
chr11	78183431	78183906	ZFP143_peak_500	78180935	78183584	ENSMUSG00000058546.8	Rpl23a	-	protein_coding	ENSMUST00000102483.4	protein_coding	1	84	19.72053319338029	52.239692429264394	0	1	0
chr11	78512045	78512523	ZFP143_peak_501	78507055	78512172	ENSMUSG00000051232.13	Tmem199	-	protein_coding	ENSMUST00000052566.7	protein_coding	1	112	1.9803927736857847	10.13366982295016	1	0	0
chr11	78512045	78512523	ZFP143_peak_501	78512193	78522736	ENSMUSG00000001100.10	Poldip2	+	protein_coding	ENSMUST00000001127.10	protein_coding	1	91	1.0859054610188612	11.448701275521852	0	0	0
chr11	78536032	78536708	ZFP143_peak_502	78522850	78536332	ENSMUSG00000017615.12	Tnfaip1	-	protein_coding	ENSMUST00000108277.2	protein_coding	1	38	0.673449166084916	9.079441657156838	1	0	0
chr11	78536032	78536708	ZFP143_peak_502	78536361	78541737	ENSMUSG00000001105.15	Ift20	+	protein_coding	ENSMUST00000128788.7	protein_coding	1	9	0.8350372325731975	4.48916016231351	1	1	1
chr11	79146121	79146851	ZFP143_peak_504	79013440	79146407	ENSMUSG00000018334.18	Ksr1	-	protein_coding	ENSMUST00000018478.10	protein_coding	5	79	0.21563205819238745	28.671947881667187	1	1	1
chr11	79992492	79993141	ZFP143_peak_505	79993106	80034123	ENSMUSG00000017548.15	Suz12	+	protein_coding	ENSMUST00000017692.14	protein_coding	1	290	1.7142441835261615	70.31315367569258	1	0	0
chr11	80382965	80383547	ZFP143_peak_506	80383279	80396245	ENSMUSG00000017421.18	Zfp207	+	protein_coding	ENSMUST00000165565.7	protein_coding	1	23	3.7317152416812753	48.38541982363941	0	0	0
chr11	80428339	80428841	ZFP143_peak_507	80428623	80471909	ENSMUSG00000017428.16	Psmd11	+	protein_coding	ENSMUST00000173938.7	protein_coding	1	33	1.1011813618166175	47.66573642759411	0	1	0
chr11	83291516	83291785	ZFP143_peak_511	83291699	83294631	ENSMUSG00000093483.1	AA465934	+	processed_transcript	ENSMUST00000177150.1	lincRNA	1	49	2.438775901250846	7.150490942467481	0	0	0
chr11	83941978	83942482	ZFP143_peak_513	83942062	83963088	ENSMUSG00000020677.7	Ddx52	+	protein_coding	ENSMUST00000049257.7	protein_coding	1	168	0.8060371592353954	16.947737310083426	0	0	0
chr11	84880011	84880229	ZFP143_peak_514	84876315	84880195	ENSMUSG00000045140.8	Pigw	-	protein_coding	ENSMUST00000067058.2	protein_coding	1	75	0.72566278495652	2.8155716056312974	1	0	0
chr11	84880011	84880229	ZFP143_peak_514	84880353	84911131	ENSMUSG00000020527.14	Myo19	+	protein_coding	ENSMUST00000124152.7	processed_transcript	1	233	1.1336186181315662	34.890513828853344	0	0	0
chr11	84916154	84916568	ZFP143_peak_515	84910950	84916366	ENSMUSG00000020526.12	Znhit3	-	protein_coding	ENSMUST00000103195.4	protein_coding	1	5	0.8530668039040679	4.6202098099444315	0	0	0
chr11	86806940	86807113	ZFP143_peak_517	86768846	86807746	ENSMUSG00000018425.18	Dhx40	-	protein_coding	ENSMUST00000018569.13	protein_coding	1	720	0.29657200736927963	11.536651086664978	0	0	0
chr11	87404904	87405129	ZFP143_peak_518	87379097	87404954	ENSMUSG00000007646.13	Rad51c	-	protein_coding	ENSMUST00000007790.10	protein_coding	1	62	0.18271502050191085	4.724462285117909	1	0	0
chr11	87426356	87427137	ZFP143_peak_520	87427591	87484766	ENSMUSG00000010342.16	Tex14	+	protein_coding	ENSMUST00000156483.1	protein_coding	1	845	0.41656651901820296	23.817190724865753	0	0	0
chr11	87737296	87737857	ZFP143_peak_526	87737552	87743617	ENSMUSG00000020485.14	Supt4a	+	protein_coding	ENSMUST00000093955.11	protein_coding	1	24	1.2612372661645312	7.649404019287882	1	0	0
chr11	87987475	87987915	ZFP143_peak_527	87979525	87987533	ENSMUSG00000020483.14	Dynll2	-	protein_coding	ENSMUST00000020775.8	protein_coding	1	162	1.9090707640086535	15.287838678181295	0	0	0
chr11	88047204	88047727	ZFP143_peak_528	88011991	88048006	ENSMUSG00000086193.1	Gm11508	-	antisense	ENSMUST00000129337.1	antisense	2	541	0.3366749717836648	12.12534910878869	1	0	0
chr11	88047204	88047727	ZFP143_peak_528	88047373	88053755	ENSMUSG00000018379.17	Srsf1	+	protein_coding	ENSMUST00000139129.8	protein_coding	1	92	7.045390170916522	44.96368007078924	0	0	0
chr11	94321623	94322287	ZFP143_peak_531	94287890	94321958	ENSMUSG00000020863.15	Luc7l3	-	protein_coding	ENSMUST00000166312.7	protein_coding	1	3	2.2994421962204417	78.33739674083799	0	0	0
chr11	95310011	95310625	ZFP143_peak_532	95274259	95310246	ENSMUSG00000038909.16	Kat7	-	protein_coding	ENSMUST00000107734.9	protein_coding	1	72	2.6823289656282654	96.52897248606439	1	1	1
chr11	95310011	95310625	ZFP143_peak_532	95310429	95324496	ENSMUSG00000085143.1	Gm11520	+	antisense	ENSMUST00000122837.1	antisense	1	111	0.3905536632683852	5.493918381196375	1	0	0
chr11	95666547	95667148	ZFP143_peak_533	95666957	95680773	ENSMUSG00000038845.11	Phb	+	protein_coding	ENSMUST00000125172.7	protein_coding	1	110	1.528716683738864	21.120749702536145	1	1	1
chr11	95857377	95857647	ZFP143_peak_534	95858865	95861044	ENSMUSG00000086015.1	4833417C18Rik	+	processed_transcript	ENSMUST00000146868.1	processed_transcript	1	1353	1.1900493477776797	2.5931175288075643	1	1	1
chr11	96777273	96777809	ZFP143_peak_537	96767555	96777531	ENSMUSG00000020876.14	Snx11	-	protein_coding	ENSMUST00000021246.8	protein_coding	1	10	0.7876553496329333	7.857649767938144	1	0	0
chr11	96788853	96789436	ZFP143_peak_538	96789159	96808640	ENSMUSG00000018666.13	Cbx1	+	protein_coding	ENSMUST00000093943.9	protein_coding	1	15	2.6234997595980576	51.10839881672976	1	0	0
chr11	97041367	97041762	ZFP143_peak_539	97041560	97049213	ENSMUSG00000001445.10	Mrpl10	+	protein_coding	ENSMUST00000001485.9	protein_coding	1	4	1.1561824032871904	8.848263932356868	1	0	0
chr11	97188264	97188640	ZFP143_peak_540	97159714	97187881	ENSMUSG00000001440.5	Kpnb1	-	protein_coding	ENSMUST00000001479.4	protein_coding	1	571	5.36264148470643	151.049522699726	1	0	0
chr11	97315618	97316154	ZFP143_peak_541	97315716	97329920	ENSMUSG00000018882.12	Mrpl45	+	protein_coding	ENSMUST00000019026.9	protein_coding	1	170	0.9627381709539582	13.674732980230022	1	1	1
chr11	97599198	97599484	ZFP143_peak_542	97598511	97622893	ENSMUSG00000085860.1	2410003L11Rik	+	processed_transcript	ENSMUST00000131687.1	processed_transcript	1	830	1.2129460372456478	29.574050280123387	0	0	0
chr11	97660272	97660588	ZFP143_peak_544	97644184	97660367	ENSMUSG00000085586.1	Gm11613	-	processed_transcript	ENSMUST00000134427.1	processed_transcript	1	63	1.6453164337589063	26.62615584752038	1	0	0
chr11	97782257	97782608	ZFP143_peak_545	97777527	97782437	ENSMUSG00000071415.6	Rpl23	-	protein_coding	ENSMUST00000103146.4	protein_coding	1	5	16.780116148802627	82.39037029062091	1	0	0
chr11	97884033	97884810	ZFP143_peak_546	97853826	97884154	ENSMUSG00000070336.3	Fbxo47	-	protein_coding	ENSMUST00000093939.3	protein_coding	1	267	0.08429346071128205	2.5564520764517615	0	0	0
chr11	97884033	97884810	ZFP143_peak_546	97884594	97893811	ENSMUSG00000086917.1	Gm11630	+	lincRNA	ENSMUST00000152825.1	lincRNA	2	173	0.40076335851459677	3.6938358754290386	1	0	0
chr11	98682353	98682957	ZFP143_peak_549	98682554	98695979	ENSMUSG00000017221.14	Psmd3	+	protein_coding	ENSMUST00000017365.14	protein_coding	1	101	1.5385284697876465	20.654744706899155	1	0	0
chr11	98729256	98729748	ZFP143_peak_550	98704591	98729435	ENSMUSG00000017210.14	Med24	-	protein_coding	ENSMUST00000017354.12	protein_coding	1	67	0.6293806381583518	15.636332574406094	1	1	1
chr11	98775191	98775599	ZFP143_peak_551	98767932	98775333	ENSMUSG00000020889.11	Nr1d1	-	protein_coding	ENSMUST00000064941.6	protein_coding	1	62	0.3304232487533556	2.445462464023585	1	1	1
chr11	98809567	98810153	ZFP143_peak_554	98804657	98810058	ENSMUSG00000075576.12	Gm12359	-	antisense	ENSMUST00000141696.1	antisense	1	198	0.12257525029352287	0.662028926835317	1	0	0
chr11	98809567	98810153	ZFP143_peak_554	98809808	98833806	ENSMUSG00000078676.9	Casc3	+	protein_coding	ENSMUST00000169695.1	protein_coding	1	52	1.0862234858117512	26.06719121251041	1	0	0
chr11	98863499	98863830	ZFP143_peak_555	98863638	98905040	ENSMUSG00000038013.14	Wipf2	+	protein_coding	ENSMUST00000037480.8	protein_coding	1	26	0.5176737723531832	21.432729522966497	0	0	0
chr11	98907393	98907938	ZFP143_peak_556	98907801	98923936	ENSMUSG00000017499.15	Cdc6	+	protein_coding	ENSMUST00000092706.12	protein_coding	1	136	1.741725933680001	28.102747939926818	1	1	1
chr11	99230784	99231123	ZFP143_peak_560	99209047	99231017	ENSMUSG00000037935.16	Smarce1	-	protein_coding	ENSMUST00000103133.3	protein_coding	1	64	0.918095510316141	20.170558361645618	0	0	0
chr11	100472561	100472961	ZFP143_peak_562	100462614	100472741	ENSMUSG00000048732.5	Klhl11	-	protein_coding	ENSMUST00000056665.3	protein_coding	1	20	0.8964491534176682	9.078340576660725	1	0	0
chr11	100527829	100528268	ZFP143_peak_563	100476353	100528000	ENSMUSG00000020917.17	Acly	-	protein_coding	ENSMUST00000107389.7	protein_coding	1	48	2.1368137122869855	110.36001779848594	1	1	1
chr11	100657317	100657647	ZFP143_peak_564	100630720	100657622	ENSMUSG00000014198.15	Zfp385c	-	protein_coding	ENSMUST00000151589.1	protein_coding	5	140	0.007082716935584398	0.19053925100109148	0	0	0
chr11	100712244	100712694	ZFP143_peak_565	100704746	100712465	ENSMUSG00000020918.14	Kat2a	-	protein_coding	ENSMUST00000006973.11	protein_coding	1	4	0.9241841819120458	7.133777700179081	1	1	1
chr11	100738092	100738550	ZFP143_peak_566	100715009	100738215	ENSMUSG00000019173.11	Rab5c	-	protein_coding	ENSMUST00000107364.7	protein_coding	1	106	0.8299406041943959	19.25960166093515	1	1	1
chr11	101278810	101279178	ZFP143_peak_568	101277968	101279114	ENSMUSG00000017188.3	Coa3	-	protein_coding	ENSMUST00000017332.3	protein_coding	1	120	1.1871414522947137	1.3604641043297419	1	1	1
chr11	101278810	101279178	ZFP143_peak_568	101279012	101286545	ENSMUSG00000078653.4	Cntd1	+	protein_coding	ENSMUST00000128735.1	processed_transcript	1	18	0.031021191944099073	0.23368263891489832	0	0	0
chr11	101552053	101552799	ZFP143_peak_569	101488764	101551879	ENSMUSG00000017146.12	Brca1	-	protein_coding	ENSMUST00000017290.10	protein_coding	1	547	0.7977066591201694	50.34725579036949	0	1	0
chr11	101552053	101552799	ZFP143_peak_569	101552654	101581951	ENSMUSG00000017119.19	Nbr1	+	protein_coding	ENSMUST00000103098.8	protein_coding	1	228	0.7801668575954583	22.856548426974143	1	1	1
chr11	101626937	101627473	ZFP143_peak_571	101627942	101636100	ENSMUSG00000010362.9	Rdm1	+	protein_coding	ENSMUST00000010506.9	protein_coding	1	737	0.8314399013207523	6.782886714974696	0	0	0
chr11	102285020	102285259	ZFP143_peak_576	102285196	102289237	ENSMUSG00000034757.15	Tmub2	+	protein_coding	ENSMUST00000156326.1	protein_coding	1	57	0.7297102550222988	2.9487591405451097	1	0	0
chr11	102295246	102295468	ZFP143_peak_577	102289300	102295312	ENSMUSG00000059995.12	Atxn7l3	-	protein_coding	ENSMUST00000107134.7	protein_coding	5	45	1.9637760433874907	11.806221572845594	0	0	0
chr11	102697635	102697881	ZFP143_peak_578	102684686	102697782	ENSMUSG00000020925.16	Ccdc43	-	protein_coding	ENSMUST00000092569.12	protein_coding	1	24	1.7747774420162514	23.24248538064483	0	0	0
chr11	103132633	103133453	ZFP143_peak_581	103133339	103138646	ENSMUSG00000043372.12	Hexim2	+	protein_coding	ENSMUST00000124928.1	protein_coding	1	296	0.22712226279008646	1.205337848626989	1	1	1
chr11	104442721	104443270	ZFP143_peak_584	104333229	104442291	ENSMUSG00000018412.16	Kansl1	-	protein_coding	ENSMUST00000106977.7	protein_coding	1	704	1.0657894761391142	116.23713184668406	1	1	1
chr11	106216216	106216680	ZFP143_peak_585	106197408	106216344	ENSMUSG00000078622.8	Ccdc47	-	protein_coding	ENSMUST00000002043.9	protein_coding	1	104	0.5972401012976732	11.30933855817274	1	1	1
chr11	106216216	106216680	ZFP143_peak_585	106216926	106249139	ENSMUSG00000020705.6	Ddx42	+	protein_coding	ENSMUST00000021046.5	protein_coding	1	478	0.8101243861332006	26.09653685050879	1	0	0
chr11	106788270	106788870	ZFP143_peak_586	106780355	106788532	ENSMUSG00000020719.14	Ddx5	-	protein_coding	ENSMUST00000021062.11	protein_coding	1	38	12.288783479114915	100.48538250872267	1	0	0
chr11	106788270	106788870	ZFP143_peak_586	106789252	106818860	ENSMUSG00000018372.13	Cep95	+	protein_coding	ENSMUST00000103068.9	protein_coding	1	682	0.3701498674987542	10.959397276903115	0	0	0
chr11	106999495	106999883	ZFP143_peak_587	106988629	106999541	ENSMUSG00000018362.14	Kpna2	-	protein_coding	ENSMUST00000018506.12	protein_coding	1	148	5.135401471397259	56.0375008558869	0	0	0
chr11	107547708	107548278	ZFP143_peak_590	107531757	107548373	ENSMUSG00000059706.4	A830035A12Rik	-	processed_transcript	ENSMUST00000147445.1	processed_transcript	1	380	0.0836779260610764	1.3903924194308455	1	0	0
