NAME	NES_2H	FDR_2H	NES_6H	FDR_6H	NES_24H	FDR_24H
GOBP_PLASMA_CELL_DIFFERENTIATION	1.2246954	0.9804782	1.5363873	0.8208806	1.3688561	0.2910112
GOBP_STEROL_HOMEOSTASIS	1.2245955	0.9793658	1.111954	0.9307534	1.0728462	0.6101078
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	1.223871	0.9810009	1.034673	0.9664008	1.0215077	0.6812466
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	1.2235488	0.9809243	1.0349452	0.9661191	1.4264147	0.24156067
GOBP_PROTEIN_AUTOPROCESSING	1.2235366	0.9794415	1.1278552	0.9168215	0.84292054	0.8928118
GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT	1.2229915	0.9803258	0.78799176	1.0	1.6191808	0.12749898
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	1.222746	0.97986853	1.3346142	0.79628456	1.326116	0.33160293
GOBP_POSITIVE_REGULATION_OF_BASEMENT_MEMBRANE_ASSEMBLY_INVOLVED_IN_EMBRYONIC_BODY_MORPHOGENESIS	1.2222917	0.9803342	0.70561457	1.0	0.65952057	0.9847658
GOBP_STRESS_RESPONSE_TO_METAL_ION	1.2222884	0.9788296	1.361151	0.82169324	1.0911263	0.5875263
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	1.220197	0.9864873	-0.80203646	1.0	0.9539747	0.77110183
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	1.219909	0.98620653	1.5645081	0.754775	1.4662532	0.21553326
GOBP_POSITIVE_REGULATION_OF_SEQUESTERING_OF_CALCIUM_ION	1.2195349	0.9863277	1.0738565	0.9451354	1.2849033	0.37191612
GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS	1.219471	0.98507744	1.4966424	0.8439688	1.2112335	0.4442937
GOBP_MYOSIN_FILAMENT_ORGANIZATION	1.218865	0.9862101	1.0482382	0.9577709	1.0440108	0.65081406
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	1.2187761	0.98508734	0.80793035	1.0	-0.8584805	1.0
GOBP_HEMATOPOIETIC_STEM_CELL_MIGRATION_TO_BONE_MARROW	1.2183129	0.9855752	1.2149969	0.8759424	1.2944716	0.36116222
GOBP_MESONEPHRIC_DUCT_MORPHOGENESIS	1.2181085	0.9849667	1.2831259	0.83089066	1.3351785	0.3214844
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS	1.2179837	0.98400295	1.5497365	0.7777151	1.496017	0.19655526
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DEVELOPMENT	1.2178494	0.9830856	0.80100447	1.0	-0.86201483	1.0
GOBP_MALE_SEX_DETERMINATION	1.217253	0.9841796	1.6598523	0.5931165	1.5983895	0.13737503
GOBP_PHASIC_SMOOTH_MUSCLE_CONTRACTION	1.2163072	0.9867585	1.361329	0.82466024	1.5426836	0.16152
GOBP_POSITIVE_REGULATION_OF_MUSCLE_ADAPTATION	1.2158037	0.98745865	0.9423879	0.9854937	1.3362106	0.32117194
GOBP_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	1.215522	0.98717326	0.65451914	1.0	-0.94764197	1.0
GOBP_SPROUTING_OF_INJURED_AXON	1.2155192	0.9856878	0.6594564	1.0	-0.52805364	1.0
GOBP_GLUTAMATE_CATABOLIC_PROCESS	1.2154248	0.9846082	1.1523298	0.8975023	-0.68928015	1.0
GOBP_EXTRACELLULAR_MATRIX_CELL_SIGNALING	1.2153591	0.9834088	0.7568488	1.0	0.92817026	0.8063728
GOBP_THREONINE_METABOLIC_PROCESS	1.2150384	0.98330593	0.6751461	1.0	0.4813336	1.0
GOBP_REGULATION_OF_CALCIDIOL_1_MONOOXYGENASE_ACTIVITY	1.2146535	0.98348504	-0.877856	1.0	1.2660623	0.38794163
GOBP_PURKINJE_MYOCYTE_TO_VENTRICULAR_CARDIAC_MUSCLE_CELL_COMMUNICATION	1.2142793	0.9836199	0.9836141	0.9723478	0.9356564	0.7963104
GOBP_DEOXYRIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	1.2142532	0.9822564	0.96164787	0.98195374	1.3516762	0.30587637
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	1.2141699	0.98113453	1.0045197	0.9707187	0.8271003	0.9068031
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	1.213764	0.9814128	1.6583576	0.5918334	1.4355725	0.23569831
GOBP_NEGATIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	1.213702	0.98022044	1.0211055	0.97089034	0.94310224	0.78589976
GOBP_OTIC_VESICLE_DEVELOPMENT	1.2133925	0.9800795	0.8665343	0.99691164	0.74409324	0.9574175
GOBP_NEURON_FATE_DETERMINATION	1.2126181	0.98197067	1.40999	0.8138371	1.322819	0.33464077
GOBP_LYMPHATIC_ENDOTHELIAL_CELL_DIFFERENTIATION	1.2125369	0.98086005	1.2456744	0.8595179	1.13231	0.5363588
GOBP_REGULATION_OF_LAMELLIPODIUM_MORPHOGENESIS	1.2123413	0.98024535	-0.8428759	1.0	-1.1554583	0.9098129
GOBP_POSITIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	1.2122672	0.9791008	1.4156537	0.80708575	1.615469	0.12898313
GOBP_LEFT_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	1.2116147	0.98044467	1.22638	0.87400323	1.387311	0.27285302
GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	1.2109836	0.98173493	1.1705921	0.88771355	1.331915	0.3255012
GOBP_PRIMITIVE_STREAK_FORMATION	1.2108922	0.98067033	0.9343501	0.9858949	0.53599846	0.99770355
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE	1.2107258	0.9799258	1.4021187	0.8057374	0.74927443	0.9548779
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	1.2103918	0.9799026	1.0573515	0.9530278	1.1643887	0.49573484
GOBP_RAL_PROTEIN_SIGNAL_TRANSDUCTION	1.2101487	0.9794885	0.9019009	0.9916408	0.85100293	0.88482046
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	1.2100935	0.9782753	1.1299247	0.9141287	1.1765409	0.48174927
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS_POLYSACCHARIDE_CHAIN_BIOSYNTHETIC_PROCESS	1.2100879	0.9768623	1.2475365	0.8565885	-0.442092	0.9986133
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	1.209672	0.97717994	1.3612235	0.8232495	1.4671562	0.21527259
GOBP_POSITIVE_REGULATION_OF_FAT_CELL_PROLIFERATION	1.2095193	0.97640264	1.1721032	0.88916254	1.1946392	0.46429297
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1.2094578	0.97523296	1.3909404	0.8164252	1.5447348	0.16060778
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	1.209039	0.97558165	1.3120575	0.8061722	1.1821663	0.4765855
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	1.208614	0.97596294	1.0877795	0.94527787	1.2200184	0.43260205
GOBP_AXON_EXTENSION_INVOLVED_IN_REGENERATION	1.208185	0.9763639	0.7234349	1.0	-0.42049673	0.9995902
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	1.2080603	0.9754731	0.90472156	0.9898932	1.2021723	0.45526734
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT	1.207388	0.97688043	1.1872174	0.8825126	1.226971	0.42606202
GOBP_POSITIVE_REGULATION_OF_PYROPTOSIS	1.207358	0.9755968	1.0812265	0.94254494	-0.677628	1.0
GOBP_POSITIVE_REGULATION_OF_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	1.2060372	0.9797438	1.072519	0.9442632	0.99449515	0.71936107
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1.2056541	0.9799389	1.3087525	0.8079103	-0.5981016	1.0
GOBP_DETERMINATION_OF_LIVER_LEFT_RIGHT_ASYMMETRY	1.2052169	0.9803883	1.3777534	0.8148984	1.379742	0.2811696
GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT	1.2051243	0.979364	1.3151556	0.7997509	1.3724359	0.28668597
GOBP_REGULATION_OF_AMYLOID_BETA_CLEARANCE	1.2047701	0.9794627	0.62130445	1.0	0.57818466	0.99782735
GOBP_CYSTEINE_METABOLIC_PROCESS	1.2039758	0.9814075	1.0701216	0.94634855	1.0894419	0.5886331
GOBP_PHOSPHOLIPID_HOMEOSTASIS	1.2036368	0.98143375	1.1657301	0.8916824	-0.8763433	1.0
GOBP_SLEEP	1.203353	0.98123753	1.4493613	0.8121528	1.3805857	0.28055388
GOBP_POSITIVE_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1.2031069	0.9808952	1.0490233	0.95897967	1.2236654	0.4298115
GOBP_NEGATIVE_REGULATION_OF_URINE_VOLUME	1.2026057	0.98156875	0.8680062	0.99734855	1.2748237	0.3805461
GOBP_RESPONSE_TO_INTERLEUKIN_9	1.2026038	0.98017526	0.6872539	1.0	1.2242707	0.42926338
GOBP_N_ACYLETHANOLAMINE_METABOLIC_PROCESS	1.2019187	0.9816834	1.205523	0.8795434	0.7222016	0.9655203
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	1.2016801	0.9812882	1.086543	0.9474535	1.1378322	0.5282517
GOBP_REGULATION_OF_CILIUM_MOVEMENT	1.2016027	0.9802192	1.4051464	0.8117305	1.8652802	0.051464193
GOBP_NATURAL_KILLER_CELL_ACTIVATION	1.2012285	0.9804147	0.94939864	0.9860517	0.7618935	0.94938946
GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING	1.201049	0.97977555	1.1580727	0.89333236	1.2053884	0.45065185
GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	1.2009424	0.97883546	0.9118695	0.98778814	-0.9083967	1.0
GOBP_RESPONSE_TO_HEPARIN	1.2003611	0.9799087	1.0957301	0.93790776	1.0169907	0.6876674
GOBP_REGULATION_OF_MATURE_B_CELL_APOPTOTIC_PROCESS	1.2003404	0.9786144	1.009186	0.9706977	0.887913	0.8514577
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_SMELL	1.1998307	0.97936004	1.1965957	0.8769147	0.9638095	0.7592524
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING	1.1995575	0.9791271	1.2629236	0.8401035	1.0253848	0.6781522
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	1.199181	0.9793431	1.4549973	0.8203465	1.552064	0.1545519
GOBP_ORGANIC_HYDROXY_COMPOUND_BIOSYNTHETIC_PROCESS	1.1991348	0.9781661	0.8600414	0.99919945	1.1899575	0.46859416
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY	1.1991196	0.9768584	1.1221253	0.9238785	1.5856868	0.14202435
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1.1989431	0.97622097	1.480939	0.8580836	1.3433278	0.31545848
GOBP_REGULATION_OF_RETINAL_CELL_PROGRAMMED_CELL_DEATH	1.1989129	0.9749833	1.1924431	0.8767392	1.6149193	0.12942329
GOBP_NEGATIVE_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	1.1985266	0.97521126	1.1645825	0.8924543	0.7032365	0.972835
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION	1.1985229	0.9738681	0.84112024	1.0	0.8506773	0.88500863
GOBP_LEUKOCYTE_CHEMOTAXIS	1.1982915	0.9734689	1.1617087	0.89105296	1.2184694	0.43443784
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	1.1980319	0.9731969	1.40296	0.81092286	1.075633	0.6073533
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1.1974835	0.9741092	-0.4192066	1.0	0.6539195	0.9854874
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1.1973599	0.97326154	1.3191432	0.8051492	1.2699924	0.3832977
GOBP_SYNAPTIC_VESICLE_BUDDING_FROM_PRESYNAPTIC_ENDOCYTIC_ZONE_MEMBRANE	1.1970596	0.9731619	1.1576464	0.8931773	1.5287532	0.17140739
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	1.196261	0.97510475	1.1784018	0.89353013	1.2878306	0.36884835
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	1.1960925	0.974452	1.1362021	0.91797346	1.5997899	0.13659757
GOBP_RESPONSE_TO_COPPER_ION	1.1960781	0.9731685	0.90818197	0.9886895	0.8399688	0.8955449
GOBP_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS	1.1957473	0.973195	1.2547538	0.84784293	1.547516	0.1585282
GOBP_TRICARBOXYLIC_ACID_METABOLIC_PROCESS	1.195703	0.97203666	0.6887624	1.0	-1.1310313	0.9200448
GOBP_LINOLEIC_ACID_METABOLIC_PROCESS	1.1956612	0.97087514	0.79771745	1.0	1.0243809	0.6794234
GOBP_PERISTALSIS	1.1951162	0.97183067	1.2652445	0.84123176	0.9120858	0.8261867
GOBP_FARNESYL_DIPHOSPHATE_METABOLIC_PROCESS	1.1947567	0.971993	-0.58563185	1.0	-1.3111764	0.8446572
GOBP_GLUTATHIONE_TRANSMEMBRANE_TRANSPORT	1.1945621	0.971475	1.1314372	0.91584116	0.89170635	0.8484581
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE	1.194258	0.9714097	0.8657569	0.9969743	0.7873474	0.9350619
GOBP_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	1.1941655	0.9704651	1.4943919	0.8484223	1.2814549	0.3741167
GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS_BY_MESENCHYMAL_EPITHELIAL_SIGNALING	1.1940233	0.96973103	1.1659595	0.8917061	1.2079036	0.4474164
GOBP_REGULATION_OF_DENSE_CORE_GRANULE_TRANSPORT	1.193885	0.9689773	1.215086	0.8766163	1.051888	0.63982874
GOBP_STEROL_TRANSPORT	1.1938343	0.9678707	1.0988219	0.9388434	0.91134787	0.8274166
GOBP_L_SERINE_METABOLIC_PROCESS	1.1933945	0.9683417	0.5490439	1.0	-0.57437843	1.0
GOBP_NEGATIVE_REGULATION_OF_SODIUM_ION_TRANSPORT	1.1933786	0.96709865	1.3892297	0.8137278	1.4349099	0.23587108
GOBP_GLUTATHIONE_TRANSPORT	1.1931301	0.9667871	1.1397475	0.91494757	0.8984145	0.84020513
GOBP_DETECTION_OF_STIMULUS	1.192975	0.9661206	1.3078395	0.8036394	1.5688004	0.14660646
GOBP_NEGATIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1.1929519	0.9649196	1.3078822	0.80480576	-0.6023911	1.0
GOBP_REGULATION_OF_VASCULOGENESIS	1.1923794	0.96596617	1.5995086	0.7320718	1.1575941	0.5053157
GOBP_DENSE_CORE_GRANULE_LOCALIZATION	1.1922963	0.96500254	1.611883	0.7030732	1.4931942	0.19823474
GOBP_RESPONSE_TO_VASOPRESSIN	1.1918956	0.96533567	1.3477813	0.80011547	1.313611	0.34242755
GOBP_REGULATION_OF_ESTABLISHMENT_OF_T_CELL_POLARITY	1.1918265	0.96432376	1.2964177	0.8174873	1.315818	0.33965507
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_PROLIFERATION	1.1918138	0.9630859	0.92904603	0.9886054	1.266479	0.38761377
GOBP_REGULATION_OF_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	1.1906353	0.9665962	1.1340911	0.9198953	0.92233455	0.8126685
GOBP_REGULATION_OF_HISTONE_METHYLATION	1.1904179	0.96619564	1.0749815	0.94471467	-0.61648214	1.0
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	1.1900375	0.9664462	1.1127107	0.9318739	1.1200999	0.5500575
GOBP_LUNG_LOBE_DEVELOPMENT	1.189972	0.9654286	1.456595	0.83938235	1.4569426	0.22268915
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	1.1896617	0.9654355	1.2899698	0.82256496	1.42886	0.23997371
GOBP_CGMP_METABOLIC_PROCESS	1.189448	0.96502674	1.1316521	0.91744864	1.3747642	0.28577355
GOBP_NOTCH_SIGNALING_PATHWAY_INVOLVED_IN_HEART_INDUCTION	1.1893339	0.9641938	1.0603044	0.9541943	1.3066266	0.34889546
GOBP_ESTABLISHMENT_OF_MEIOTIC_SPINDLE_LOCALIZATION	1.1891083	0.9638312	1.0267977	0.97153723	0.38920322	0.9997844
GOBP_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	1.1887431	0.96403706	0.76088095	1.0	-1.182431	0.9189152
GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT	1.1885582	0.9635188	0.9088921	0.98821205	-0.97969675	1.0
GOBP_T_CELL_SELECTION	1.1883702	0.96301264	-0.77808666	1.0	1.0770413	0.6053356
GOBP_ACYLGLYCEROL_TRANSPORT	1.1883019	0.96202564	0.73220867	1.0	0.8769642	0.86210716
GOBP_ESTABLISHMENT_OF_BLOOD_RETINAL_BARRIER	1.1878378	0.9626237	1.3525416	0.81634206	1.2082427	0.44686303
GOBP_BRANCH_ELONGATION_INVOLVED_IN_MAMMARY_GLAND_DUCT_BRANCHING	1.1873288	0.963398	1.5852048	0.73636425	1.0565195	0.63452375
GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY	1.1869363	0.9637305	1.3752263	0.8189255	1.8069756	0.07203753
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	1.1864702	0.9643602	1.0327395	0.9672305	1.1398174	0.5258045
GOBP_AMINO_ACID_BIOSYNTHETIC_PROCESS	1.1863701	0.96350366	0.75794876	1.0	0.8604511	0.87523437
GOBP_REGULATION_OF_BILE_ACID_METABOLIC_PROCESS	1.1853539	0.96634895	1.4573162	0.84258586	1.344627	0.31407192
GOBP_DISACCHARIDE_METABOLIC_PROCESS	1.1850514	0.96629524	1.343183	0.804318	1.232772	0.42095444
GOBP_OVARIAN_FOLLICLE_DEVELOPMENT	1.184612	0.96681607	1.1569741	0.89394325	1.4058231	0.2569965
GOBP_MULTINUCLEAR_OSTEOCLAST_DIFFERENTIATION	1.1843932	0.9664414	1.3341761	0.79363257	0.98143137	0.7377376
GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION	1.18427	0.9656874	1.4638233	0.8494518	1.3431844	0.31534806
GOBP_TELOMERASE_HOLOENZYME_COMPLEX_ASSEMBLY	1.1838726	0.96604675	1.1966677	0.8775942	1.1175069	0.5522244
GOBP_EMBRYONIC_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.1837704	0.96518743	1.26531	0.84455264	1.3204372	0.33695644
GOBP_TRANSDIFFERENTIATION	1.1837345	0.9640781	1.2547895	0.84885526	0.9357891	0.796208
GOBP_TRYPTOPHAN_METABOLIC_PROCESS	1.1832901	0.96461964	1.0309936	0.9699493	1.3050483	0.35005358
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION	1.1832542	0.9635108	1.1632227	0.8897685	1.2444293	0.4081318
GOBP_NEGATIVE_REGULATION_OF_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	1.1825367	0.9651449	0.86901647	0.9967539	-0.8220487	1.0
GOBP_CARBON_DIOXIDE_TRANSPORT	1.1823337	0.964716	1.2420125	0.8619378	1.0841037	0.5952542
GOBP_LEPTIN_MEDIATED_SIGNALING_PATHWAY	1.1822743	0.9637068	1.3164902	0.80381334	1.4069405	0.25631055
GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY	1.181311	0.9663469	0.6395858	1.0	1.2367151	0.4174251
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	1.1812459	0.96536916	1.1669865	0.8931244	1.3559284	0.30363017
GOBP_POSITIVE_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1.1808589	0.9656711	1.6340834	0.6344755	0.9651307	0.75711167
GOBP_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	1.1805837	0.9655553	1.3169714	0.8045456	1.1747546	0.4842064
GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS	1.1805371	0.96450096	1.0847493	0.9472708	1.1050143	0.57104
GOBP_ALPHA_BETA_T_CELL_DIFFERENTIATION	1.1805184	0.9633466	1.1940049	0.8773512	1.5593112	0.15085052
GOBP_POSITIVE_REGULATION_OF_NK_T_CELL_DIFFERENTIATION	1.1804943	0.9622046	1.2125397	0.8763411	1.4696537	0.21218921
GOBP_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	1.1802462	0.9619662	1.3732622	0.824464	0.86427593	0.8728829
GOBP_PROGRAMMED_CELL_DEATH_INVOLVED_IN_CELL_DEVELOPMENT	1.1796759	0.96301454	1.4514887	0.8067514	1.6311245	0.12029413
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION	1.1795263	0.9623942	1.1735615	0.890838	1.3097683	0.34647876
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1.1795038	0.9612584	1.0415936	0.96209836	1.4185526	0.24573727
GOBP_POSITIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	1.1791346	0.96151555	1.0274426	0.9712492	-0.80637264	1.0
GOBP_MONOATOMIC_ANION_TRANSMEMBRANE_TRANSPORT	1.1779375	0.9650302	1.0443759	0.9579425	1.9181767	0.028605916
GOBP_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS	1.1778337	0.96422243	0.8997565	0.9904042	0.9476967	0.77816963
GOBP_HEMIDESMOSOME_ASSEMBLY	1.1777974	0.9631556	1.1101756	0.93246347	1.0047666	0.705263
GOBP_POSITIVE_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION	1.177434	0.96338767	1.006386	0.9715732	-0.5286381	1.0
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	1.1772853	0.96275884	1.0567675	0.9523906	1.6056585	0.13479497
GOBP_HINDGUT_DEVELOPMENT	1.1772056	0.96186626	0.9038695	0.98980796	0.9317127	0.8015088
GOBP_PHOSPHOLIPID_TRANSPORT	1.1769099	0.9618113	1.2624841	0.83606267	1.4511378	0.2261171
GOBP_CHRONIC_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1.1763103	0.9629697	0.7747852	1.0	1.2278994	0.4255702
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	1.1758978	0.96340364	1.0847434	0.9465842	1.298291	0.35826084
GOBP_CARNITINE_TRANSPORT	1.1751008	0.9653473	1.1310021	0.91501194	0.4697475	0.99991393
GOBP_MEGAKARYOCYTE_DEVELOPMENT	1.1741022	0.9681663	-0.6781385	1.0	-0.721807	1.0
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_FUSION	1.1739291	0.9676574	1.1314603	0.9165459	0.621527	0.9922281
GOBP_REGULATION_OF_CALCIUM_ION_BINDING	1.1736987	0.96736485	1.4179143	0.805503	1.3180873	0.33885464
GOBP_RESPONSE_TO_ACIDIC_PH	1.1735258	0.96683395	1.3653107	0.834979	1.3188561	0.33825698
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.1731983	0.9669329	1.2179312	0.87363845	1.2864459	0.37021175
GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_MRNA_DESTABILIZATION	1.1730328	0.9663837	1.172749	0.8911872	-0.92458737	1.0
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	1.1730292	0.9651995	1.4440042	0.797852	1.2564055	0.39706293
GOBP_NEGATIVE_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	1.1724458	0.9662848	1.0168883	0.9709697	-1.2922721	0.83217037
GOBP_RESPONSE_TO_PAIN	1.1719787	0.9669261	0.9148181	0.98781157	1.7787392	0.08135349
GOBP_LACTATION	1.1716132	0.9671824	0.9416619	0.9860861	0.97207856	0.7493734
GOBP_ICOSANOID_METABOLIC_PROCESS	1.1716117	0.9659938	1.4421297	0.7959728	1.4260802	0.24135442
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	1.1712928	0.9660588	1.5803509	0.72287303	1.2527227	0.4014327
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CAROTID_SINUS_BARORECEPTOR_FEEDBACK	1.1711807	0.96530336	1.2658942	0.8433443	1.4714895	0.21099341
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	1.1710671	0.96455765	1.5392597	0.8145689	1.2486787	0.40587726
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SALIVARY_GLAND_MORPHOGENESIS	1.1710662	0.96337616	1.571527	0.7367855	1.001671	0.7095761
GOBP_RENAL_RESPONSE_TO_BLOOD_FLOW_INVOLVED_IN_CIRCULATORY_RENIN_ANGIOTENSIN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1.1696115	0.9678775	1.2228249	0.87315995	1.1886047	0.47006428
GOBP_POSITIVE_REGULATION_OF_INTESTINAL_ABSORPTION	1.1689918	0.9691059	0.92187977	0.9879423	-0.9925988	1.0
GOBP_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	1.1687999	0.968683	0.95567936	0.9808451	1.0698572	0.614364
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION	1.1687479	0.96771294	0.44283834	0.999634	0.8147686	0.9161494
GOBP_FAS_SIGNALING_PATHWAY	1.1664099	0.97572136	1.253366	0.8477282	1.3992196	0.26214817
GOBP_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	1.165847	0.97672325	0.9190193	0.98773056	-0.99057645	1.0
GOBP_CELL_AGGREGATION	1.1657395	0.9759639	1.6492722	0.60720766	1.1135914	0.5586555
GOBP_NEGATIVE_REGULATION_OF_ISOTYPE_SWITCHING	1.1657087	0.97489464	-0.63454217	1.0	-0.6868066	1.0
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_MEMBRANE	1.1656995	0.97374845	1.0879006	0.9455735	0.59280884	0.9960389
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	1.165473	0.9734671	1.2721868	0.8330207	1.5065737	0.18689978
