#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
chr16	17618260	17618557	chr16:17618260-17618557	.	.	17618260	17618557	0	1	297	17618259	ZNF143 related (N=27801)
chr12	111504927	111505217	chr12:111504927-111505217	.	.	111504927	111505217	0	1	290	111504926	ZNF143 related (N=27801)
chr17	26939321	26940081	chr17:26939321-26940081	.	.	26939321	26940081	0	1	760	26939319	ZNF143 related (N=27801)
chr15	79347420	79347963	chr15:79347420-79347963	.	.	79347420	79347963	0	1	543	79347413	ZNF143 related (N=27801)
chr9	109875767	109876092	chr9:109875767-109876092	.	.	109875767	109876092	0	1	325	109875766	ZNF143 related (N=27801)
chr7	100492809	100493600	chr7:100492809-100493600	.	.	100492809	100493600	0	1	791	100492808	ZNF143 related (N=27801)
chr8	122162812	122163323	chr8:122162812-122163323	.	.	122162812	122163323	0	1	511	122162811	ZNF143 related (N=27801)
chr2	38925743	38926353	chr2:38925743-38926353	.	.	38925743	38926353	0	1	610	38925740	ZNF143 related (N=27801)
chr2	25195483	25196077	chr2:25195483-25196077	.	.	25195483	25196077	0	1	594	25195481	ZNF143 related (N=27801)
chr12	83687894	83688907	chr12:83687894-83688907	.	.	83687894	83688907	0	1	1013	83687886	ZNF143 related (N=27801)
chr16	26371457	26372053	chr16:26371457-26372053	.	.	26371457	26372053	0	1	596	26371455	ZNF143 related (N=27801)
chr4	101264677	101265450	chr4:101264677-101265450	.	.	101264677	101265450	0	1	773	101264676	ZNF143 related (N=27801)
chr15	6707603	6707875	chr15:6707603-6707875	.	.	6707603	6707875	0	1	272	6707597	ZNF143 related (N=27801)
chr12	100952210	100952754	chr12:100952210-100952754	.	.	100952210	100952754	0	1	544	100952209	ZNF143 related (N=27801)
chr10	80016668	80017332	chr10:80016668-80017332	.	.	80016668	80017332	0	1	664	80016660	ZNF143 related (N=27801)
chr6	86003595	86003907	chr6:86003595-86003907	.	.	86003595	86003907	0	1	312	86003587	ZNF143 related (N=27801)
chr10	80900462	80900816	chr10:80900462-80900816	.	.	80900462	80900816	0	1	354	80900454	ZNF143 related (N=27801)
chr19	5388217	5389064	chr19:5388217-5389064	.	.	5388217	5389064	0	1	847	5388212	ZNF143 related (N=27801)
chr2	25194599	25195178	chr2:25194599-25195178	.	.	25194599	25195178	0	1	579	25194597	ZNF143 related (N=27801)
chr10	26373657	26374506	chr10:26373657-26374506	.	.	26373657	26374506	0	1	849	26373655	ZNF143 related (N=27801)
chr2	130274030	130274743	chr2:130274030-130274743	.	.	130274030	130274743	0	1	713	130274029	ZNF143 related (N=27801)
chr14	21499607	21500046	chr14:21499607-21500046	.	.	21499607	21500046	0	1	439	21499605	ZNF143 related (N=27801)
chr5	137778833	137779817	chr5:137778833-137779817	.	.	137778833	137779817	0	1	984	137778832	ZNF143 related (N=27801)
chr15	61985540	61985930	chr15:61985540-61985930	.	.	61985540	61985930	0	1	390	61985534	ZNF143 related (N=27801)
chr15	96709427	96710270	chr15:96709427-96710270	.	.	96709427	96710270	0	1	843	96709418	ZNF143 related (N=27801)
chr3	107035897	107036685	chr3:107035897-107036685	.	.	107035897	107036685	0	1	788	107035896	ZNF143 related (N=27801)
chr7	81859047	81860175	chr7:81859047-81860175	.	.	81859047	81860175	0	1	1128	81859039	ZNF143 related (N=27801)
chr11	4236319	4237028	chr11:4236319-4237028	.	.	4236319	4237028	0	1	709	4236315	ZNF143 related (N=27801)
chr13	55362156	55362843	chr13:55362156-55362843	.	.	55362156	55362843	0	1	687	55362151	ZNF143 related (N=27801)
chr4	141139047	141139896	chr4:141139047-141139896	.	.	141139047	141139896	0	1	849	141139046	ZNF143 related (N=27801)
chr8	92355645	92356277	chr8:92355645-92356277	.	.	92355645	92356277	0	1	632	92355636	ZNF143 related (N=27801)
chr17	26120204	26120691	chr17:26120204-26120691	.	.	26120204	26120691	0	1	487	26120202	ZNF143 related (N=27801)
chr1	125435073	125435922	chr1:125435073-125435922	.	.	125435073	125435922	0	1	849	125435072	ZNF143 related (N=27801)
chr10	89685663	89686375	chr10:89685663-89686375	.	.	89685663	89686375	0	1	712	89685655	ZNF143 related (N=27801)
chr4	107802484	107803169	chr4:107802484-107803169	.	.	107802484	107803169	0	1	685	107802483	ZNF143 related (N=27801)
chr6	57702537	57703498	chr6:57702537-57703498	.	.	57702537	57703498	0	1	961	57702532	ZNF143 related (N=27801)
chr4	59805439	59806492	chr4:59805439-59806492	.	.	59805439	59806492	0	1	1053	59805434	ZNF143 related (N=27801)
chr2	3118164	3118800	chr2:3118164-3118800	.	.	3118164	3118800	0	1	636	3118161	ZNF143 related (N=27801)
chr6	72235087	72235938	chr6:72235087-72235938	.	.	72235087	72235938	0	1	851	72235080	ZNF143 related (N=27801)
chr1	133025031	133025470	chr1:133025031-133025470	.	.	133025031	133025470	0	1	439	133025030	ZNF143 related (N=27801)
chr13	115089236	115090349	chr13:115089236-115090349	.	.	115089236	115090349	0	1	1113	115089235	ZNF143 related (N=27801)
chr8	72570676	72571536	chr8:72570676-72571536	.	.	72570676	72571536	0	1	860	72570669	ZNF143 related (N=27801)
chr17	34587314	34587939	chr17:34587314-34587939	.	.	34587314	34587939	0	1	625	34587311	ZNF143 related (N=27801)
chr17	24849670	24850322	chr17:24849670-24850322	.	.	24849670	24850322	0	1	652	24849668	ZNF143 related (N=27801)
chr12	108333714	108334799	chr12:108333714-108334799	.	.	108333714	108334799	0	1	1085	108333713	ZNF143 related (N=27801)
chr4	109280124	109281051	chr4:109280124-109281051	.	.	109280124	109281051	0	1	927	109280123	ZNF143 related (N=27801)
chr3	104715100	104715296	chr3:104715100-104715296	.	.	104715100	104715296	0	1	196	104715099	ZNF143 related (N=27801)
chr17	13007656	13008450	chr17:13007656-13008450	.	.	13007656	13008450	0	1	794	13007655	ZNF143 related (N=27801)
chr17	70850503	70850825	chr17:70850503-70850825	.	.	70850503	70850825	0	1	322	70850496	ZNF143 related (N=27801)
chr12	100186894	100188077	chr12:100186894-100188077	.	.	100186894	100188077	0	1	1183	100186893	ZNF143 related (N=27801)
chr7	30231563	30232082	chr7:30231563-30232082	.	.	30231563	30232082	0	1	519	30231560	ZNF143 related (N=27801)
chr4	101356868	101357095	chr4:101356868-101357095	.	.	101356868	101357095	0	1	227	101356867	ZNF143 related (N=27801)
chr5	102069164	102070410	chr5:102069164-102070410	.	.	102069164	102070410	0	1	1246	102069163	ZNF143 related (N=27801)
chr9	108339954	108340186	chr9:108339954-108340186	.	.	108339954	108340186	0	1	232	108339953	ZNF143 related (N=27801)
chr2	33821587	33821969	chr2:33821587-33821969	.	.	33821587	33821969	0	1	382	33821584	ZNF143 related (N=27801)
chr3	116251597	116252728	chr3:116251597-116252728	.	.	116251597	116252728	0	1	1131	116251596	ZNF143 related (N=27801)
chr17	10319456	10320357	chr17:10319456-10320357	.	.	10319456	10320357	0	1	901	10319455	ZNF143 related (N=27801)
chr6	39419593	39420585	chr6:39419593-39420585	.	.	39419593	39420585	0	1	992	39419590	ZNF143 related (N=27801)
chr15	9071210	9072213	chr15:9071210-9072213	.	.	9071210	9072213	0	1	1003	9071201	ZNF143 related (N=27801)
chr13	74639572	74640307	chr13:74639572-74640307	.	.	74639572	74640307	0	1	735	74639565	ZNF143 related (N=27801)
chr15	102517959	102518721	chr15:102517959-102518721	.	.	102517959	102518721	0	1	762	102517958	ZNF143 related (N=27801)
chr11	76622230	76622878	chr11:76622230-76622878	.	.	76622230	76622878	0	1	648	76622223	ZNF143 related (N=27801)
chr7	98308918	98309874	chr7:98308918-98309874	.	.	98308918	98309874	0	1	956	98308909	ZNF143 related (N=27801)
chr4	133583944	133584743	chr4:133583944-133584743	.	.	133583944	133584743	0	1	799	133583943	ZNF143 related (N=27801)
chr10	79712189	79712864	chr10:79712189-79712864	.	.	79712189	79712864	0	1	675	79712182	ZNF143 related (N=27801)
chr7	19523667	19524735	chr7:19523667-19524735	.	.	19523667	19524735	0	1	1068	19523666	ZNF143 related (N=27801)
chr4	133672233	133673134	chr4:133672233-133673134	.	.	133672233	133673134	0	1	901	133672232	ZNF143 related (N=27801)
chr19	53528725	53529623	chr19:53528725-53529623	.	.	53528725	53529623	0	1	898	53528720	ZNF143 related (N=27801)
chr11	109611066	109611411	chr11:109611066-109611411	.	.	109611066	109611411	0	1	345	109611065	ZNF143 related (N=27801)
chr14	18270594	18271486	chr14:18270594-18271486	.	.	18270594	18271486	0	1	892	18270593	ZNF143 related (N=27801)
chr8	71610984	71611892	chr8:71610984-71611892	.	.	71610984	71611892	0	1	908	71610977	ZNF143 related (N=27801)
chr15	78623067	78623257	chr15:78623067-78623257	.	.	78623067	78623257	0	1	190	78623060	ZNF143 related (N=27801)
chr18	21299713	21300726	chr18:21299713-21300726	.	.	21299713	21300726	0	1	1013	21299711	ZNF143 related (N=27801)
chr2	32608047	32608863	chr2:32608047-32608863	.	.	32608047	32608863	0	1	816	32608044	ZNF143 related (N=27801)
chr2	167656134	167657328	chr2:167656134-167657328	.	.	167656134	167657328	0	1	1194	167656133	ZNF143 related (N=27801)
chr9	120127689	120128198	chr9:120127689-120128198	.	.	120127689	120128198	0	1	509	120127688	ZNF143 related (N=27801)
chr5	135688660	135689615	chr5:135688660-135689615	.	.	135688660	135689615	0	1	955	135688659	ZNF143 related (N=27801)
chr10	81389834	81390114	chr10:81389834-81390114	.	.	81389834	81390114	0	1	280	81389826	ZNF143 related (N=27801)
chr11	117781104	117781981	chr11:117781104-117781981	.	.	117781104	117781981	0	1	877	117781103	ZNF143 related (N=27801)
chr6	148211556	148212121	chr6:148211556-148212121	.	.	148211556	148212121	0	1	565	148211555	ZNF143 related (N=27801)
chr14	7817785	7818055	chr14:7817785-7818055	.	.	7817785	7818055	0	1	270	7817778	ZNF143 related (N=27801)
chr2	29803480	29803708	chr2:29803480-29803708	.	.	29803480	29803708	0	1	228	29803478	ZNF143 related (N=27801)
chr8	72135880	72136161	chr8:72135880-72136161	.	.	72135880	72136161	0	1	281	72135873	ZNF143 related (N=27801)
chr3	37419068	37419538	chr3:37419068-37419538	.	.	37419068	37419538	0	1	470	37419065	ZNF143 related (N=27801)
chr8	117475013	117475389	chr8:117475013-117475389	.	.	117475013	117475389	0	1	376	117475012	ZNF143 related (N=27801)
chr11	97744293	97744662	chr11:97744293-97744662	.	.	97744293	97744662	0	1	369	97744284	ZNF143 related (N=27801)
chr15	81465825	81466567	chr15:81465825-81466567	.	.	81465825	81466567	0	1	742	81465817	ZNF143 related (N=27801)
chr8	11555153	11555529	chr8:11555153-11555529	.	.	11555153	11555529	0	1	376	11555152	ZNF143 related (N=27801)
chr11	6444018	6444764	chr11:6444018-6444764	.	.	6444018	6444764	0	1	746	6444012	ZNF143 related (N=27801)
chr19	4625370	4626117	chr19:4625370-4626117	.	.	4625370	4626117	0	1	747	4625366	ZNF143 related (N=27801)
chr7	28467151	28467896	chr7:28467151-28467896	.	.	28467151	28467896	0	1	745	28467149	ZNF143 related (N=27801)
chr1	165583604	165583904	chr1:165583604-165583904	.	.	165583604	165583904	0	1	300	165583603	ZNF143 related (N=27801)
chr17	24140916	24141894	chr17:24140916-24141894	.	.	24140916	24141894	0	1	978	24140914	ZNF143 related (N=27801)
chr4	6453400	6454290	chr4:6453400-6454290	.	.	6453400	6454290	0	1	890	6453394	ZNF143 related (N=27801)
chr2	174472481	174473123	chr2:174472481-174473123	.	.	174472481	174473123	0	1	642	174472480	ZNF143 related (N=27801)
chr11	32204941	32205702	chr11:32204941-32205702	.	.	32204941	32205702	0	1	761	32204938	ZNF143 related (N=27801)
chr12	72085914	72086386	chr12:72085914-72086386	.	.	72085914	72086386	0	1	472	72085907	ZNF143 related (N=27801)
chr2	152742454	152742738	chr2:152742454-152742738	.	.	152742454	152742738	0	1	284	152742453	ZNF143 related (N=27801)
chr9	108263203	108264219	chr9:108263203-108264219	.	.	108263203	108264219	0	1	1016	108263202	ZNF143 related (N=27801)
chr16	20702559	20702881	chr16:20702559-20702881	.	.	20702559	20702881	0	1	322	20702557	ZNF143 related (N=27801)
chr2	163858108	163858921	chr2:163858108-163858921	.	.	163858108	163858921	0	1	813	163858107	ZNF143 related (N=27801)
chr15	87624689	87624914	chr15:87624689-87624914	.	.	87624689	87624914	0	1	225	87624681	ZNF143 related (N=27801)
chr7	45368292	45368544	chr7:45368292-45368544	.	.	45368292	45368544	0	1	252	45368288	ZNF143 related (N=27801)
chr10	80159296	80160297	chr10:80159296-80160297	.	.	80159296	80160297	0	1	1001	80159288	ZNF143 related (N=27801)
chr19	32711886	32712895	chr19:32711886-32712895	.	.	32711886	32712895	0	1	1009	32711883	ZNF143 related (N=27801)
chr11	58322928	58323540	chr11:58322928-58323540	.	.	58322928	58323540	0	1	612	58322923	ZNF143 related (N=27801)
chr4	6365546	6366101	chr4:6365546-6366101	.	.	6365546	6366101	0	1	555	6365540	ZNF143 related (N=27801)
chr4	59625868	59626754	chr4:59625868-59626754	.	.	59625868	59626754	0	1	886	59625863	ZNF143 related (N=27801)
chr7	141440529	141440895	chr7:141440529-141440895	.	.	141440529	141440895	0	1	366	141440528	ZNF143 related (N=27801)
chr7	98340855	98341121	chr7:98340855-98341121	.	.	98340855	98341121	0	1	266	98340846	ZNF143 related (N=27801)
chr10	13964543	13965184	chr10:13964543-13965184	.	.	13964543	13965184	0	1	641	13964542	ZNF143 related (N=27801)
chr11	80080518	80081306	chr11:80080518-80081306	.	.	80080518	80081306	0	1	788	80080510	ZNF143 related (N=27801)
chr8	124677131	124677846	chr8:124677131-124677846	.	.	124677131	124677846	0	1	715	124677130	ZNF143 related (N=27801)
chr6	124964773	124965762	chr6:124964773-124965762	.	.	124964773	124965762	0	1	989	124964772	ZNF143 related (N=27801)
chr8	119412746	119413125	chr8:119412746-119413125	.	.	119412746	119413125	0	1	379	119412745	ZNF143 related (N=27801)
chr8	115707151	115707426	chr8:115707151-115707426	.	.	115707151	115707426	0	1	275	115707150	ZNF143 related (N=27801)
chr11	22981867	22982458	chr11:22981867-22982458	.	.	22981867	22982458	0	1	591	22981865	ZNF143 related (N=27801)
chr19	29100966	29101775	chr19:29100966-29101775	.	.	29100966	29101775	0	1	809	29100964	ZNF143 related (N=27801)
chr5	108461192	108461723	chr5:108461192-108461723	.	.	108461192	108461723	0	1	531	108461191	ZNF143 related (N=27801)
chr8	70596538	70597158	chr8:70596538-70597158	.	.	70596538	70597158	0	1	620	70596531	ZNF143 related (N=27801)
chr15	98805341	98805935	chr15:98805341-98805935	.	.	98805341	98805935	0	1	594	98805332	ZNF143 related (N=27801)
chr15	102239247	102239561	chr15:102239247-102239561	.	.	102239247	102239561	0	1	314	102239246	ZNF143 related (N=27801)
chr11	59839127	59839915	chr11:59839127-59839915	.	.	59839127	59839915	0	1	788	59839122	ZNF143 related (N=27801)
chr7	145243155	145243659	chr7:145243155-145243659	.	.	145243155	145243659	0	1	504	145243154	ZNF143 related (N=27801)
chr11	48817024	48817652	chr11:48817024-48817652	.	.	48817024	48817652	0	1	628	48817020	ZNF143 related (N=27801)
chr9	55392291	55392621	chr9:55392291-55392621	.	.	55392291	55392621	0	1	330	55392286	ZNF143 related (N=27801)
chr16	17451736	17452606	chr16:17451736-17452606	.	.	17451736	17452606	0	1	870	17451735	ZNF143 related (N=27801)
chr3	53462820	53463440	chr3:53462820-53463440	.	.	53462820	53463440	0	1	620	53462815	ZNF143 related (N=27801)
chr11	113752109	113752334	chr11:113752109-113752334	.	.	113752109	113752334	0	1	225	113752108	ZNF143 related (N=27801)
chr17	35917778	35918135	chr17:35917778-35918135	.	.	35917778	35918135	0	1	357	35917775	ZNF143 related (N=27801)
chr12	110446578	110447014	chr12:110446578-110447014	.	.	110446578	110447014	0	1	436	110446577	ZNF143 related (N=27801)
chr8	124722090	124722451	chr8:124722090-124722451	.	.	124722090	124722451	0	1	361	124722089	ZNF143 related (N=27801)
chr11	6199570	6200422	chr11:6199570-6200422	.	.	6199570	6200422	0	1	852	6199564	ZNF143 related (N=27801)
chr7	51861411	51862345	chr7:51861411-51862345	.	.	51861411	51862345	0	1	934	51861406	ZNF143 related (N=27801)
chr4	119294637	119294944	chr4:119294637-119294944	.	.	119294637	119294944	0	1	307	119294636	ZNF143 related (N=27801)
chr15	25843058	25843699	chr15:25843058-25843699	.	.	25843058	25843699	0	1	641	25843056	ZNF143 related (N=27801)
chr2	154436177	154436990	chr2:154436177-154436990	.	.	154436177	154436990	0	1	813	154436176	ZNF143 related (N=27801)
chr15	100494825	100495502	chr15:100494825-100495502	.	.	100494825	100495502	0	1	677	100494824	ZNF143 related (N=27801)
chr4	136970731	136971372	chr4:136970731-136971372	.	.	136970731	136971372	0	1	641	136970730	ZNF143 related (N=27801)
chr7	46919473	46920205	chr7:46919473-46920205	.	.	46919473	46920205	0	1	732	46919469	ZNF143 related (N=27801)
chr15	76477149	76477690	chr15:76477149-76477690	.	.	76477149	76477690	0	1	541	76477142	ZNF143 related (N=27801)
chr17	23699789	23700401	chr17:23699789-23700401	.	.	23699789	23700401	0	1	612	23699787	ZNF143 related (N=27801)
chr2	180894920	180895118	chr2:180894920-180895118	.	.	180894920	180895118	0	1	198	180894919	ZNF143 related (N=27801)
chr9	107901330	107902009	chr9:107901330-107902009	.	.	107901330	107902009	0	1	679	107901329	ZNF143 related (N=27801)
chr11	115419735	115420578	chr11:115419735-115420578	.	.	115419735	115420578	0	1	843	115419734	ZNF143 related (N=27801)
chr2	103566176	103567189	chr2:103566176-103567189	.	.	103566176	103567189	0	1	1013	103566175	ZNF143 related (N=27801)
chr11	116215774	116215971	chr11:116215774-116215971	.	.	116215774	116215971	0	1	197	116215773	ZNF143 related (N=27801)
chr16	30599639	30600129	chr16:30599639-30600129	.	.	30599639	30600129	0	1	490	30599636	ZNF143 related (N=27801)
chr1	75478891	75479858	chr1:75478891-75479858	.	.	75478891	75479858	0	1	967	75478884	ZNF143 related (N=27801)
chr15	79280254	79280518	chr15:79280254-79280518	.	.	79280254	79280518	0	1	264	79280247	ZNF143 related (N=27801)
chr11	11808628	11809386	chr11:11808628-11809386	.	.	11808628	11809386	0	1	758	11808627	ZNF143 related (N=27801)
chr5	125179222	125179679	chr5:125179222-125179679	.	.	125179222	125179679	0	1	457	125179221	ZNF143 related (N=27801)
chr2	131055646	131056067	chr2:131055646-131056067	.	.	131055646	131056067	0	1	421	131055645	ZNF143 related (N=27801)
chr15	99294844	99295421	chr15:99294844-99295421	.	.	99294844	99295421	0	1	577	99294835	ZNF143 related (N=27801)
chr12	81780818	81781720	chr12:81780818-81781720	.	.	81780818	81781720	0	1	902	81780810	ZNF143 related (N=27801)
chr4	129461735	129462125	chr4:129461735-129462125	.	.	129461735	129462125	0	1	390	129461734	ZNF143 related (N=27801)
chr18	5591940	5592363	chr18:5591940-5592363	.	.	5591940	5592363	0	1	423	5591935	ZNF143 related (N=27801)
chr8	105701042	105701804	chr8:105701042-105701804	.	.	105701042	105701804	0	1	762	105701041	ZNF143 related (N=27801)
chr4	134547754	134548069	chr4:134547754-134548069	.	.	134547754	134548069	0	1	315	134547753	ZNF143 related (N=27801)
chr11	101119546	101120328	chr11:101119546-101120328	.	.	101119546	101120328	0	1	782	101119545	ZNF143 related (N=27801)
chr7	140857828	140858443	chr7:140857828-140858443	.	.	140857828	140858443	0	1	615	140857827	ZNF143 related (N=27801)
chr13	36117241	36118040	chr13:36117241-36118040	.	.	36117241	36118040	0	1	799	36117238	ZNF143 related (N=27801)
chr1	127774000	127774817	chr1:127774000-127774817	.	.	127774000	127774817	0	1	817	127773999	ZNF143 related (N=27801)
chr12	80758609	80759148	chr12:80758609-80759148	.	.	80758609	80759148	0	1	539	80758601	ZNF143 related (N=27801)
chr8	116927869	116928494	chr8:116927869-116928494	.	.	116927869	116928494	0	1	625	116927868	ZNF143 related (N=27801)
chr11	100860128	100860910	chr11:100860128-100860910	.	.	100860128	100860910	0	1	782	100860127	ZNF143 related (N=27801)
chr8	11757941	11758771	chr8:11757941-11758771	.	.	11757941	11758771	0	1	830	11757940	ZNF143 related (N=27801)
chr2	69861517	69862113	chr2:69861517-69862113	.	.	69861517	69862113	0	1	596	69861511	ZNF143 related (N=27801)
chr2	158284411	158284944	chr2:158284411-158284944	.	.	158284411	158284944	0	1	533	158284410	ZNF143 related (N=27801)
chr8	105860633	105861344	chr8:105860633-105861344	.	.	105860633	105861344	0	1	711	105860632	ZNF143 related (N=27801)
chr14	13960776	13961281	chr14:13960776-13961281	.	.	13960776	13961281	0	1	505	13960775	ZNF143 related (N=27801)
chr3	139074469	139075143	chr3:139074469-139075143	.	.	139074469	139075143	0	1	674	139074468	ZNF143 related (N=27801)
chr17	8988030	8988705	chr17:8988030-8988705	.	.	8988030	8988705	0	1	675	8988022	ZNF143 related (N=27801)
chr15	98533710	98534458	chr15:98533710-98534458	.	.	98533710	98534458	0	1	748	98533701	ZNF143 related (N=27801)
chr2	92433565	92434401	chr2:92433565-92434401	.	.	92433565	92434401	0	1	836	92433556	ZNF143 related (N=27801)
chr2	112240406	112240694	chr2:112240406-112240694	.	.	112240406	112240694	0	1	288	112240405	ZNF143 related (N=27801)
chr17	35969318	35969944	chr17:35969318-35969944	.	.	35969318	35969944	0	1	626	35969315	ZNF143 related (N=27801)
chr7	80216386	80216705	chr7:80216386-80216705	.	.	80216386	80216705	0	1	319	80216378	ZNF143 related (N=27801)
chr17	26113186	26113841	chr17:26113186-26113841	.	.	26113186	26113841	0	1	655	26113184	ZNF143 related (N=27801)
chr13	92530372	92531248	chr13:92530372-92531248	.	.	92530372	92531248	0	1	876	92530363	ZNF143 related (N=27801)
chr14	55885509	55885966	chr14:55885509-55885966	.	.	55885509	55885966	0	1	457	55885504	ZNF143 related (N=27801)
chr12	112673629	112673965	chr12:112673629-112673965	.	.	112673629	112673965	0	1	336	112673628	ZNF143 related (N=27801)
chr3	59006480	59007272	chr3:59006480-59007272	.	.	59006480	59007272	0	1	792	59006475	ZNF143 related (N=27801)
chr19	5456913	5457694	chr19:5456913-5457694	.	.	5456913	5457694	0	1	781	5456908	ZNF143 related (N=27801)
chr4	150569168	150570049	chr4:150569168-150570049	.	.	150569168	150570049	0	1	881	150569167	ZNF143 related (N=27801)
chr7	48880623	48880819	chr7:48880623-48880819	.	.	48880623	48880819	0	1	196	48880619	ZNF143 related (N=27801)
chr15	73755214	73755540	chr15:73755214-73755540	.	.	73755214	73755540	0	1	326	73755207	ZNF143 related (N=27801)
chr16	91406161	91406950	chr16:91406161-91406950	.	.	91406161	91406950	0	1	789	91406152	ZNF143 related (N=27801)
chr3	105958898	105959241	chr3:105958898-105959241	.	.	105958898	105959241	0	1	343	105958897	ZNF143 related (N=27801)
chr7	28381468	28382084	chr7:28381468-28382084	.	.	28381468	28382084	0	1	616	28381466	ZNF143 related (N=27801)
chr2	69897098	69897971	chr2:69897098-69897971	.	.	69897098	69897971	0	1	873	69897092	ZNF143 related (N=27801)
chr17	8800905	8801732	chr17:8800905-8801732	.	.	8800905	8801732	0	1	827	8800897	ZNF143 related (N=27801)
chr7	25333587	25334292	chr7:25333587-25334292	.	.	25333587	25334292	0	1	705	25333585	ZNF143 related (N=27801)
chr9	59655984	59656872	chr9:59655984-59656872	.	.	59655984	59656872	0	1	888	59655979	ZNF143 related (N=27801)
chr5	36399026	36399234	chr5:36399026-36399234	.	.	36399026	36399234	0	1	208	36399023	ZNF143 related (N=27801)
chr11	101442105	101442822	chr11:101442105-101442822	.	.	101442105	101442822	0	1	717	101442104	ZNF143 related (N=27801)
chr8	84798969	84799672	chr8:84798969-84799672	.	.	84798969	84799672	0	1	703	84798961	ZNF143 related (N=27801)
chr10	81493422	81494463	chr10:81493422-81494463	.	.	81493422	81494463	0	1	1041	81493414	ZNF143 related (N=27801)
chr7	25267182	25267926	chr7:25267182-25267926	.	.	25267182	25267926	0	1	744	25267180	ZNF143 related (N=27801)
chr17	32528706	32529109	chr17:32528706-32529109	.	.	32528706	32529109	0	1	403	32528703	ZNF143 related (N=27801)
chr17	33817190	33817591	chr17:33817190-33817591	.	.	33817190	33817591	0	1	401	33817187	ZNF143 related (N=27801)
chr5	137286735	137286958	chr5:137286735-137286958	.	.	137286735	137286958	0	1	223	137286734	ZNF143 related (N=27801)
chr17	26676382	26677130	chr17:26676382-26677130	.	.	26676382	26677130	0	1	748	26676380	ZNF143 related (N=27801)
chr2	134785881	134786595	chr2:134785881-134786595	.	.	134785881	134786595	0	1	714	134785880	ZNF143 related (N=27801)
chr11	87986894	87987606	chr11:87986894-87987606	.	.	87986894	87987606	0	1	712	87986886	ZNF143 related (N=27801)
chr4	4792658	4793446	chr4:4792658-4793446	.	.	4792658	4793446	0	1	788	4792654	ZNF143 related (N=27801)
chr7	140903221	140903711	chr7:140903221-140903711	.	.	140903221	140903711	0	1	490	140903220	ZNF143 related (N=27801)
chr5	121397906	121398419	chr5:121397906-121398419	.	.	121397906	121398419	0	1	513	121397905	ZNF143 related (N=27801)
chr3	152477792	152478721	chr3:152477792-152478721	.	.	152477792	152478721	0	1	929	152477791	ZNF143 related (N=27801)
chr8	121907176	121907764	chr8:121907176-121907764	.	.	121907176	121907764	0	1	588	121907175	ZNF143 related (N=27801)
chr8	69881416	69882842	chr8:69881416-69882842	.	.	69881416	69882842	0	1	1426	69881410	ZNF143 related (N=27801)
chr8	70863156	70863680	chr8:70863156-70863680	.	.	70863156	70863680	0	1	524	70863149	ZNF143 related (N=27801)
chr10	105574783	105575026	chr10:105574783-105575026	.	.	105574783	105575026	0	1	243	105574782	ZNF143 related (N=27801)
chr11	70604866	70605808	chr11:70604866-70605808	.	.	70604866	70605808	0	1	942	70604859	ZNF143 related (N=27801)
chr5	149635640	149636138	chr5:149635640-149636138	.	.	149635640	149636138	0	1	498	149635639	ZNF143 related (N=27801)
chr18	74442898	74443094	chr18:74442898-74443094	.	.	74442898	74443094	0	1	196	74442891	ZNF143 related (N=27801)
chr10	127380173	127380631	chr10:127380173-127380631	.	.	127380173	127380631	0	1	458	127380172	ZNF143 related (N=27801)
chr15	81744890	81746007	chr15:81744890-81746007	.	.	81744890	81746007	0	1	1117	81744882	ZNF143 related (N=27801)
chr17	28952172	28952893	chr17:28952172-28952893	.	.	28952172	28952893	0	1	721	28952170	ZNF143 related (N=27801)
chr7	44849991	44850686	chr7:44849991-44850686	.	.	44849991	44850686	0	1	695	44849987	ZNF143 related (N=27801)
chr14	79587217	79588073	chr14:79587217-79588073	.	.	79587217	79588073	0	1	856	79587210	ZNF143 related (N=27801)
chr12	86402538	86403099	chr12:86402538-86403099	.	.	86402538	86403099	0	1	561	86402530	ZNF143 related (N=27801)
chr5	122088938	122089302	chr5:122088938-122089302	.	.	122088938	122089302	0	1	364	122088937	ZNF143 related (N=27801)
chr7	19589285	19589691	chr7:19589285-19589691	.	.	19589285	19589691	0	1	406	19589284	ZNF143 related (N=27801)
chr6	82652453	82653283	chr6:82652453-82653283	.	.	82652453	82653283	0	1	830	82652445	ZNF143 related (N=27801)
chr2	153649441	153650310	chr2:153649441-153650310	.	.	153649441	153650310	0	1	869	153649440	ZNF143 related (N=27801)
chr6	137735061	137735573	chr6:137735061-137735573	.	.	137735061	137735573	0	1	512	137735060	ZNF143 related (N=27801)
chr16	77013460	77014276	chr16:77013460-77014276	.	.	77013460	77014276	0	1	816	77013453	ZNF143 related (N=27801)
chr11	120280976	120281184	chr11:120280976-120281184	.	.	120280976	120281184	0	1	208	120280975	ZNF143 related (N=27801)
chr7	28766240	28766485	chr7:28766240-28766485	.	.	28766240	28766485	0	1	245	28766238	ZNF143 related (N=27801)
chr3	65974474	65975141	chr3:65974474-65975141	.	.	65974474	65975141	0	1	667	65974468	ZNF143 related (N=27801)
chr7	80534488	80535496	chr7:80534488-80535496	.	.	80534488	80535496	0	1	1008	80534480	ZNF143 related (N=27801)
