NAME	NES_24H	FDR_24H	NES_48H	FDR_48H	NES_72H	FDR_72H
GOBP_SIRNA_MEDIATED_RETROTRANSPOSON_SILENCING_BY_HETEROCHROMATIN_FORMATION	1.483198	0.24109425	1.4746832	0.2502977	0.9638421	0.7659454
GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION	1.4830179	0.24114135	1.6838833	0.09329153	1.6949035	0.120140545
GOBP_PROLACTIN_SECRETION	1.482683	0.24152145	1.5754104	0.1621446	1.5592259	0.19295834
GOBP_ORGAN_GROWTH	1.482018	0.2426558	1.4639251	0.25541085	1.6243988	0.14827873
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	1.4819992	0.24233516	1.3419663	0.35912958	1.3178068	0.39059097
GOBP_NEGATIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1.4807547	0.24483097	0.99802125	0.758616	-0.5681712	0.99665934
GOBP_SINOATRIAL_NODE_CELL_DIFFERENTIATION	1.4802504	0.24564147	1.5914277	0.14900672	1.5695623	0.18258882
GOBP_CEREBROSPINAL_FLUID_CIRCULATION	1.4800766	0.24566779	1.4792581	0.2460619	1.3990337	0.32164174
GOBP_FOREBRAIN_REGIONALIZATION	1.4796873	0.2462167	1.2492223	0.45589858	1.2980397	0.4088221
GOBP_IMMUNE_COMPLEX_CLEARANCE	1.4796203	0.2459968	1.3838773	0.3242188	1.3466368	0.3670994
GOBP_DENDRITIC_CELL_CHEMOTAXIS	1.479414	0.24610768	1.53441	0.19493766	1.5955601	0.16321489
GOBP_TRIPARTITE_REGIONAL_SUBDIVISION	1.4792931	0.24602364	1.2380912	0.46595183	0.9321152	0.79837084
GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	1.4785477	0.2473462	1.2433931	0.46141654	1.2160314	0.48158163
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	1.4780238	0.2481746	1.2875412	0.4138002	1.220339	0.47788563
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	1.47766	0.24863316	1.2119154	0.4946028	-0.96237415	0.8991019
GOBP_INNER_EAR_RECEPTOR_CELL_FATE_COMMITMENT	1.4770396	0.24967197	1.6111066	0.13557495	1.5287023	0.22053134
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	1.4769491	0.24951208	1.7375069	0.07567478	1.7854569	0.07533204
GOBP_REGULATION_OF_FEMALE_RECEPTIVITY	1.4767537	0.249594	1.4037551	0.30837283	1.3344592	0.37952036
GOBP_HEMOSTASIS	1.4767168	0.24931106	1.4430283	0.27116278	1.457891	0.27429038
GOBP_TETRAHYDROBIOPTERIN_METABOLIC_PROCESS	1.476308	0.24989831	1.102055	0.6232261	-0.7751122	0.9808618
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	1.4762356	0.24970129	1.2028698	0.5034673	0.94811	0.7828195
GOBP_AXON_MIDLINE_CHOICE_POINT_RECOGNITION	1.4759243	0.2500364	1.520959	0.2105439	1.5514742	0.19776624
GOBP_POSITIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION	1.4758624	0.24981323	1.4578252	0.2626882	1.1193519	0.5813181
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_PLASTICITY	1.4752996	0.25075057	1.5054919	0.22883694	1.5875547	0.16841257
GOBP_INOSITOL_TRISPHOSPHATE_METABOLIC_PROCESS	1.4749273	0.2512545	1.4609938	0.25923127	1.422869	0.30171108
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	1.4748181	0.25114524	1.3708895	0.3370875	1.2319162	0.468982
GOBP_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	1.4745328	0.25143766	1.4433823	0.27094483	1.3767633	0.34413397
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION	1.4744847	0.25118634	1.804597	0.04720012	1.6951064	0.12066516
GOBP_REGULATION_OF_HEART_RATE	1.4744835	0.2508267	1.6580644	0.10913409	1.7088755	0.11765862
GOBP_TISSUE_HOMEOSTASIS	1.4740444	0.2514699	1.5553716	0.17514634	1.6475784	0.14141247
GOBP_PIGMENT_GRANULE_MATURATION	1.4725833	0.25449196	1.1709142	0.53670996	1.110865	0.59180385
GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	1.4725556	0.25418538	1.538686	0.1898525	1.3440759	0.37043515
GOBP_MONOCYTE_AGGREGATION	1.4723595	0.25426728	1.3835201	0.32481095	1.5448785	0.2053654
GOBP_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	1.4721086	0.25448033	1.4518149	0.2676034	1.4349289	0.2909104
GOBP_CELL_MATURATION	1.4718316	0.25475505	1.4354265	0.28014368	1.4349556	0.29116786
GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION	1.471597	0.25492728	1.3489535	0.35425204	0.73791814	0.94530696
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	1.471396	0.25502196	1.4876522	0.23926216	1.5525112	0.19695118
GOBP_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	1.4712331	0.25502738	1.4759218	0.24919292	1.043262	0.6736668
GOBP_REGULATION_OF_ENDOCRINE_PROCESS	1.4710844	0.25500858	1.7162911	0.08225625	1.7487216	0.09392502
GOBP_REGULATION_OF_SECRETION	1.4710212	0.2547897	1.5253897	0.20634124	1.5785145	0.1742222
GOBP_POSTSYNAPSE_ASSEMBLY	1.4709511	0.25459534	1.3570247	0.35028273	1.297355	0.40919653
GOBP_REGULATION_OF_CHOLANGIOCYTE_PROLIFERATION	1.4709488	0.2542391	1.2789955	0.42286932	1.2498055	0.45419514
GOBP_REGULATION_OF_CELL_CELL_ADHESION	1.470625	0.25462767	1.3799716	0.32653278	1.4749564	0.2622257
GOBP_SINOATRIAL_NODE_DEVELOPMENT	1.4704969	0.25455892	1.5881195	0.14825787	1.5713109	0.18138061
GOBP_CHRONIC_INFLAMMATORY_RESPONSE	1.4704568	0.25429943	1.3378214	0.36314467	1.3947971	0.32529125
GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY	1.4702262	0.2544706	1.5121658	0.22114468	1.4401245	0.28535724
GOBP_DIADENOSINE_POLYPHOSPHATE_CATABOLIC_PROCESS	1.4698927	0.25487813	1.2350843	0.47023064	1.1471932	0.5536035
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION	1.4698076	0.25471428	1.3211184	0.38201693	1.2015681	0.49244514
GOBP_INTRACELLULAR_AMINO_ACID_HOMEOSTASIS	1.4691229	0.2559012	1.5071394	0.22744179	1.4837259	0.25715205
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	1.4688015	0.25628677	1.4217296	0.29520372	1.4329603	0.29160717
GOBP_B_CELL_DIFFERENTIATION	1.4687337	0.2560827	1.5014802	0.23258695	1.6820654	0.12489626
GOBP_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	1.4686857	0.25583425	1.2007447	0.50433826	1.1889192	0.5067027
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1.4685714	0.25573558	1.4170245	0.298143	1.4700447	0.2654659
GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS	1.4683849	0.2558055	1.3156939	0.38485026	1.2102153	0.48448643
GOBP_CYSTEINE_METABOLIC_PROCESS	1.4682212	0.25583825	-0.76234645	0.9920213	-1.1439257	0.7828131
GOBP_LIPOPROTEIN_LOCALIZATION	1.4679731	0.2560603	1.3572967	0.3498764	1.3241347	0.38594478
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	1.4678018	0.25609714	1.4101028	0.302928	1.4337648	0.290385
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	1.4676826	0.2560161	1.3082427	0.39356977	1.2840202	0.42393243
GOBP_CARDIAC_CELL_FATE_COMMITMENT	1.4672784	0.25658727	1.4829513	0.24501225	1.5439926	0.20679386
GOBP_CRANIAL_NERVE_FORMATION	1.4672028	0.25640056	1.2739216	0.42743626	1.1393582	0.56152904
GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	1.4669989	0.25651872	1.2898223	0.41145098	0.92225105	0.80640465
GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	1.4668705	0.256454	1.3395884	0.36161554	1.3708744	0.34913394
GOBP_L_ALANINE_TRANSMEMBRANE_TRANSPORT	1.4663881	0.25721198	1.3481809	0.35455883	1.4839308	0.25707462
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	1.4662592	0.25715125	1.4042884	0.3085495	1.4583168	0.27470353
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	1.4658922	0.2576373	1.3487437	0.35450387	1.3656989	0.35142544
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	1.4658613	0.25735468	1.361521	0.34646618	1.2623574	0.4412946
GOBP_REGULATION_OF_DENSE_CORE_GRANULE_TRANSPORT	1.4655071	0.25783008	1.210787	0.49517268	1.3489552	0.36513534
GOBP_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	1.4652543	0.2580619	1.5357598	0.19365534	1.5086694	0.23539265
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1.4652236	0.2577724	1.3733568	0.33598897	1.4225345	0.3012275
GOBP_DENDRITE_SELF_AVOIDANCE	1.4650246	0.25786594	1.3702772	0.3374835	1.2425305	0.4603165
GOBP_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	1.464852	0.2579078	1.5034897	0.23149252	1.5074956	0.23595859
GOBP_INORGANIC_ION_HOMEOSTASIS	1.4647381	0.25781864	1.4182087	0.29767722	1.3983506	0.32142738
GOBP_NEGATIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	1.4645092	0.258008	1.3496256	0.35339814	1.4319042	0.29276255
GOBP_REGULATION_OF_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY	1.4644768	0.25773737	1.452857	0.26776594	1.174893	0.52189034
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	1.4644222	0.2575185	1.4926132	0.23774795	1.4534907	0.27652046
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.4640162	0.25809065	1.2478272	0.4575346	1.4506013	0.27512765
GOBP_REGULATION_OF_NEURON_MIGRATION	1.4638233	0.2581886	1.7273062	0.078147784	1.6312385	0.14498946
GOBP_AMYLOID_BETA_CLEARANCE	1.4637988	0.25789657	1.2560561	0.44842425	1.2957729	0.41099766
GOBP_REGULATION_OF_APPETITE	1.4636278	0.2579567	1.2881958	0.41288522	1.3305403	0.3819924
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	1.4635973	0.25767672	1.6185579	0.13020232	1.601729	0.1614389
GOBP_BEHAVIORAL_RESPONSE_TO_CHEMICAL_PAIN	1.4635569	0.25742844	1.389938	0.32094812	1.525293	0.22321355
GOBP_GENERATION_OF_NEURONS	1.4635458	0.25710723	1.4359553	0.27980122	1.4901847	0.25026858
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION	1.4634788	0.25691944	1.3103253	0.391341	1.3815854	0.33904383
GOBP_MUCUS_SECRETION	1.463051	0.25754648	1.6590083	0.108813316	1.7773592	0.07745072
GOBP_CARDIAC_CONDUCTION	1.4630498	0.25720596	1.7138455	0.07964022	1.6241395	0.14824572
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	1.4629358	0.25712028	1.5070729	0.22719766	1.4585541	0.27485162
GOBP_HARD_PALATE_DEVELOPMENT	1.4626093	0.2575338	1.6665865	0.10470754	1.7093246	0.11794077
GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	1.4625295	0.25737527	1.2545824	0.44906175	1.1087595	0.59393376
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS	1.462484	0.25714228	1.0262655	0.72189194	0.9765723	0.75505346
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	1.4622382	0.2573608	1.4538115	0.26782352	1.4483384	0.2756921
GOBP_NORRIN_SIGNALING_PATHWAY	1.4615359	0.25859678	1.290323	0.4111507	1.105711	0.59851354
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	1.461408	0.25854483	1.4108366	0.3029207	1.3719726	0.34766644
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	1.4612244	0.2586336	1.6450961	0.11650877	1.6346936	0.14343722
GOBP_RESPONSE_TO_UV_A	1.4610904	0.25859943	1.5613838	0.17286119	1.2888681	0.41993156
GOBP_MONOATOMIC_CATION_TRANSPORT	1.460763	0.25901058	1.4669683	0.25304684	1.4338926	0.29073268
GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY	1.460617	0.25900313	1.638971	0.11976619	1.4277846	0.29720718
GOBP_TISSUE_MORPHOGENESIS	1.4600115	0.2600565	1.3812298	0.32675877	1.448268	0.27552703
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL	1.4598713	0.2600338	1.4681103	0.2531217	1.5231892	0.22195415
GOBP_COLLATERAL_SPROUTING	1.4597905	0.25987902	1.615205	0.13315865	1.5369514	0.21437854
GOBP_WHITE_FAT_CELL_DIFFERENTIATION	1.459486	0.26022825	1.8069674	0.046172377	1.644977	0.13963409
GOBP_SEQUESTERING_OF_CALCIUM_ION	1.4594095	0.2600663	1.5012156	0.2328055	1.4873743	0.2534988
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	1.459007	0.26065153	1.3355099	0.36474842	1.4789048	0.2601931
GOBP_RESPONSE_TO_HYDROPEROXIDE	1.4587951	0.26079977	1.4013927	0.3103077	1.4158396	0.30718815
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	1.4587446	0.26056945	1.4727597	0.24851553	1.4948715	0.24591544
GOBP_REGULATION_OF_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	1.4584966	0.26080057	1.4589239	0.26073977	1.1251727	0.5756022
GOBP_COMMON_BILE_DUCT_DEVELOPMENT	1.4584743	0.26051345	1.3312576	0.3713906	1.3424972	0.37255582
GOBP_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	1.4578928	0.26151216	1.6702317	0.1021463	1.6886067	0.118849665
GOBP_CELLULAR_RESPONSE_TO_PH	1.4576259	0.26179117	1.4813161	0.24412294	1.5079708	0.2361067
GOBP_POSITIVE_REGULATION_OF_GLIOGENESIS	1.4575654	0.2615875	1.4882777	0.2400034	1.5981135	0.16472323
GOBP_NEUROBLAST_PROLIFERATION	1.457504	0.26139706	1.4886098	0.24033986	1.5287266	0.22090413
GOBP_EXTRACELLULAR_TRANSPORT	1.4574217	0.26125804	1.5470684	0.18510179	1.6529968	0.13647392
GOBP_MUCOCILIARY_CLEARANCE	1.4572879	0.2612334	1.4591752	0.2604974	1.3681822	0.3500615
GOBP_LEARNING	1.457113	0.26128915	1.388619	0.3216293	1.6366069	0.14346518
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1.4570422	0.2611161	1.3225172	0.38054892	1.4672714	0.2693144
GOBP_CATECHOLAMINE_SECRETION	1.4562242	0.26267773	1.7247385	0.07821241	1.538321	0.21274275
GOBP_SINGLE_FERTILIZATION	1.456211	0.26237404	1.3248656	0.37794584	1.0373869	0.68138754
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_BDNF	1.4561452	0.26219428	1.5042778	0.23008287	1.5241846	0.22146866
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	1.4559686	0.262268	1.2982861	0.40392208	-0.9066879	0.9358973
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS	1.4554338	0.26317614	1.6054105	0.13777484	1.6801653	0.12571861
GOBP_NEUROEPITHELIAL_CELL_DIFFERENTIATION	1.4550121	0.26380494	1.3267432	0.37627712	1.3692648	0.3506563
GOBP_TISSUE_MIGRATION	1.4550076	0.26347646	1.4424865	0.27211902	1.5422138	0.20879677
GOBP_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1.4549085	0.2633644	1.533343	0.19525248	1.4855359	0.2557506
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	1.4549049	0.26303717	1.4302474	0.2851751	1.4533314	0.27654293
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1.4547218	0.26311812	1.3726243	0.33503693	1.4858015	0.25552553
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE	1.4544135	0.26349255	1.1089715	0.6137978	0.94615346	0.7832874
GOBP_SECRETION_BY_TISSUE	1.454171	0.26372924	1.572638	0.16285078	1.7475731	0.09227427
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	1.4536196	0.26467323	1.4237099	0.29257256	1.1056811	0.59816474
GOBP_PYRAMIDAL_NEURON_DIFFERENTIATION	1.4533888	0.26488373	1.6290312	0.1240353	1.5228909	0.22177656
GOBP_PROTEIN_HOMOTRIMERIZATION	1.4526528	0.26626253	1.4466925	0.26877773	1.365827	0.3514081
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	1.4523517	0.2666394	1.2720978	0.4298524	1.2150468	0.48147193
GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	1.4521785	0.26669657	1.5996369	0.14128679	1.5647604	0.18723737
GOBP_REGULATION_OF_INOSITOL_TRISPHOSPHATE_BIOSYNTHETIC_PROCESS	1.4519398	0.26691744	1.3864071	0.32224274	1.4106971	0.31091917
GOBP_TELENCEPHALON_DEVELOPMENT	1.4519372	0.2665888	1.4524763	0.2673474	1.4446217	0.2796193
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	1.4519302	0.26627052	1.3879145	0.32139495	1.3317077	0.37996924
GOBP_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS	1.4518355	0.2661583	1.0755546	0.660813	0.9725501	0.7576133
GOBP_POSITIVE_REGULATION_OF_BEHAVIOR	1.4512427	0.26718545	1.6489302	0.11516417	1.4526273	0.27579966
GOBP_URINARY_BLADDER_SMOOTH_MUSCLE_CONTRACTION	1.4508184	0.26784387	1.2830466	0.41875982	1.22573	0.47413975
GOBP_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	1.4505435	0.26814649	1.1640606	0.54662555	1.3242744	0.38612017
GOBP_GLOSSOPHARYNGEAL_NERVE_DEVELOPMENT	1.4504014	0.26814058	1.3487351	0.3542716	1.0294619	0.69079274
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	1.4503987	0.26781338	1.3505381	0.35271737	1.2726036	0.4349759
GOBP_RESPONSE_TO_L_GLUTAMATE	1.4503362	0.26762506	1.1920767	0.51377445	1.2758579	0.43326062
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	1.4501551	0.26771343	1.0666001	0.67270136	0.9541077	0.7766619
GOBP_REGULATION_OF_GLIOGENESIS	1.4501144	0.26747593	1.488322	0.24026091	1.5873873	0.16736555
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	1.4500918	0.26720238	1.4905353	0.23882782	1.4526168	0.27548918
GOBP_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	1.4492091	0.26895246	1.2195473	0.48619565	1.2034398	0.4919636
GOBP_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_LOCALIZATION_TO_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	1.4488435	0.26947868	1.4719795	0.24896112	1.3947376	0.325134
GOBP_RESPONSE_TO_ATP	1.4487932	0.26926878	1.4269767	0.28875065	1.3156608	0.39297888
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	1.4485464	0.2695078	1.3832353	0.32494885	1.4203256	0.30233243
GOBP_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	1.4484341	0.2694469	1.331218	0.37099093	1.2654122	0.4406693
GOBP_STRIATED_MUSCLE_TISSUE_DEVELOPMENT	1.4482315	0.26959488	1.4197544	0.29604387	1.5009245	0.24216126
GOBP_REGULATION_OF_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	1.4478087	0.27022746	1.3797628	0.32649714	1.4146919	0.30711225
GOBP_SENSORY_PERCEPTION	1.4476982	0.27015656	1.5464042	0.1852706	1.499085	0.24347734
GOBP_STRIATUM_DEVELOPMENT	1.4472134	0.27095675	1.6761149	0.09832043	1.6912051	0.12031133
GOBP_EXPORT_FROM_CELL	1.4471325	0.27081907	1.4955761	0.23622496	1.5309713	0.21949165
GOBP_PIGMENT_ACCUMULATION	1.4470223	0.2707428	1.1551738	0.55795574	1.0787246	0.6307958
GOBP_MESENCHYMAL_CELL_DEVELOPMENT	1.4466484	0.27129647	1.1037612	0.62045157	1.2194918	0.47943684
GOBP_DEVELOPMENT_OF_PRIMARY_MALE_SEXUAL_CHARACTERISTICS	1.4463692	0.2716286	1.3892931	0.32223564	1.27351	0.43475094
GOBP_POSITIVE_REGULATION_OF_HEAT_GENERATION	1.4463321	0.271383	1.4404497	0.27413175	1.5324972	0.21875745
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	1.4462191	0.27131736	1.4281965	0.287633	1.5282681	0.22062878
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	1.4461507	0.2711425	0.7482831	0.96157396	-1.2017853	0.75886214
GOBP_REGULATION_OF_CELL_KILLING	1.4454008	0.2725328	1.137597	0.5783234	0.9251529	0.804349
GOBP_LOCOMOTOR_RHYTHM	1.4453821	0.27224615	1.3076664	0.3937715	1.0806216	0.6289562
GOBP_RENAL_TUBULE_MORPHOGENESIS	1.4453495	0.27199274	1.537558	0.19143155	1.4132402	0.30863956
GOBP_KERATINOCYTE_PROLIFERATION	1.4451826	0.2720562	1.4490585	0.26671833	1.4580313	0.27465338
GOBP_TEMPERATURE_HOMEOSTASIS	1.444886	0.27243474	1.3308923	0.3707889	1.4095336	0.3118147
GOBP_THYMIC_T_CELL_SELECTION	1.4444999	0.27302724	1.6188881	0.13010003	1.424813	0.30223954
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH	1.4443318	0.27309433	1.5549132	0.17527254	1.5825257	0.17239684
GOBP_NEURON_FATE_DETERMINATION	1.4442837	0.2728792	1.1282042	0.589131	1.2638758	0.44122764
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.4439174	0.2734142	1.4329587	0.28172165	1.2925402	0.41427764
GOBP_REGULATION_OF_NEUTROPHIL_MEDIATED_CYTOTOXICITY	1.4438716	0.27319765	1.2150646	0.49014822	1.1346804	0.5655127
GOBP_BRADYKININ_CATABOLIC_PROCESS	1.4438676	0.27287868	1.3007137	0.40178153	1.2295713	0.4713886
GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	1.4435691	0.27324703	1.4973956	0.23539557	1.3610747	0.35587165
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	1.4434313	0.27324677	1.452676	0.2675319	1.4748074	0.2618322
GOBP_TRANSMEMBRANE_TRANSPORT	1.4432147	0.2734298	1.473134	0.24969831	1.4816917	0.2587473
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS	1.4430391	0.2735167	1.3361076	0.36478674	1.3223896	0.3862515
GOBP_INTEGRIN_BIOSYNTHETIC_PROCESS	1.4425052	0.27443755	1.4180536	0.29746035	1.3172414	0.39119568
GOBP_ENDOTHELIAL_CELL_FATE_COMMITMENT	1.4422235	0.27478886	1.4717772	0.24875562	1.6455942	0.14039887
GOBP_UTERUS_DEVELOPMENT	1.441316	0.27658215	1.4816571	0.24439774	1.500983	0.2424274
GOBP_CANONICAL_WNT_SIGNALING_PATHWAY	1.4412143	0.276494	1.2349287	0.46971217	1.1991231	0.49387524
GOBP_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS	1.4411988	0.2762022	1.4804921	0.2449474	1.5541764	0.19569619
GOBP_ESTROUS_CYCLE	1.4408938	0.27660143	0.95167595	0.8117967	0.94425666	0.7848535
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION	1.4405686	0.27704066	1.3842955	0.32376269	1.222403	0.47705448
GOBP_EMBRYONIC_NEUROCRANIUM_MORPHOGENESIS	1.4405386	0.276778	1.5433449	0.18801741	1.4545405	0.27684185
GOBP_NEGATIVE_T_CELL_SELECTION	1.4403696	0.27684346	1.7397119	0.07666722	1.4260508	0.30062363
GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS	1.4403015	0.27667686	1.3288773	0.37300503	1.320721	0.3882162
GOBP_RESPONSE_TO_PH	1.4399015	0.27729663	1.5242172	0.20851205	1.4980884	0.2445396
GOBP_NEGATIVE_REGULATION_OF_VESICLE_FUSION	1.4395307	0.27784535	1.0345513	0.71123445	0.99053925	0.7397899
GOBP_REGULATION_OF_MYOBLAST_FUSION	1.4390862	0.27856478	1.6051677	0.13687518	1.6037458	0.16166298
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	1.4387344	0.27906471	1.4095778	0.3027407	1.6739308	0.12869954
GOBP_SUBPALLIUM_DEVELOPMENT	1.4385352	0.2792143	1.686506	0.090885974	1.6566123	0.13615456
GOBP_REGULATION_OF_NEURON_MATURATION	1.4384558	0.27908024	1.3188328	0.3834456	1.3807901	0.34006634
GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT	1.438302	0.2791196	1.496379	0.23548359	1.4526607	0.2760539
GOBP_POSITIVE_REGULATION_OF_PENILE_ERECTION	1.4381316	0.279198	1.4234937	0.29248077	1.3233932	0.3864294
GOBP_POSITIVE_REGULATION_OF_NEURON_DIFFERENTIATION	1.4379655	0.27926522	1.4078577	0.30339468	1.3510802	0.36259723
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	1.4379259	0.27903366	1.4685471	0.25280917	1.3854382	0.33428854
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	1.4378188	0.27896008	1.3525797	0.35116196	1.4476238	0.27634722
GOBP_POSITIVE_REGULATION_OF_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	1.4374783	0.27944946	1.4469657	0.26876044	1.0788777	0.63063705
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION	1.4374628	0.27916205	1.6067659	0.13634536	1.6912059	0.12114537
GOBP_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS	1.4373862	0.27902117	1.448503	0.26737604	1.555282	0.1956224
