NAME	NES_dTAG_DMSO	FDR_dTAG_DMSO	NES_RA+dTAG_RA+DMSO	FDR_RA+dTAG_RA+DMSO
GOBP_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY	1.2864306	0.4916718	0.92448455	0.81903046
GOBP_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	1.2863401	0.49156237	1.0018029	0.7272387
GOBP_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION	1.2862571	0.49143332	1.1881552	0.50359416
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.2861748	0.49130192	1.4153972	0.2974249
GOBP_DIAPEDESIS	1.2859057	0.49172133	0.99570644	0.7363427
GOBP_ENDOTHELIUM_DEVELOPMENT	1.2854245	0.49279383	1.3184441	0.38057414
GOBP_POSITIVE_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.2851452	0.49326602	1.4980719	0.23642386
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	1.2849913	0.49336195	0.9519165	0.7887647
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	1.2849623	0.49307168	1.4445767	0.27701727
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	1.2849511	0.49272543	-0.84472233	0.9816061
GOBP_PROGESTERONE_METABOLIC_PROCESS	1.2846797	0.49317095	0.85651475	0.8842719
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	1.2844541	0.49347204	1.0630853	0.64519185
GOBP_NEGATIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY	1.2842923	0.49357635	1.3347163	0.36421767
GOBP_PROSTATE_GLANDULAR_ACINUS_MORPHOGENESIS	1.2842386	0.49336186	0.9299455	0.81187725
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY	1.2841872	0.49312928	1.5031484	0.2325338
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS	1.284147	0.49287114	1.4221593	0.2904997
GOBP_NEGATIVE_REGULATION_OF_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	1.2840114	0.49290177	0.9680132	0.7727341
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	1.2838026	0.49315938	1.2281722	0.46465084
GOBP_GLUTATHIONE_TRANSPORT	1.2837918	0.49281234	1.0325842	0.68558156
GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY	1.2837842	0.49245715	0.929522	0.81262255
GOBP_TYPE_B_PANCREATIC_CELL_DIFFERENTIATION	1.2837528	0.4921704	-0.96085703	0.9494624
GOBP_EMBRYONIC_HINDGUT_MORPHOGENESIS	1.2836899	0.4919847	0.6996467	0.9803863
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	1.2835194	0.49212712	1.9506038	0.019603863
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	1.2832611	0.49254042	1.312498	0.3842281
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_EXTRAVASATION	1.2831042	0.49263233	1.2986145	0.39777714
GOBP_EPITHELIAL_CELL_MATURATION	1.2827948	0.49319398	1.6609632	0.13525683
GOBP_L_ARGININE_IMPORT_ACROSS_PLASMA_MEMBRANE	1.2826234	0.49332458	-0.7517691	0.9954234
GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM	1.2824035	0.49361512	-1.1928549	0.81401
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	1.2823056	0.49353337	-1.1347357	0.8398919
GOBP_METANEPHRIC_TUBULE_FORMATION	1.2821643	0.4935942	1.1995147	0.49080124
GOBP_GAMMA_AMINOBUTYRIC_ACID_RECEPTOR_CLUSTERING	1.2820224	0.49365053	1.4338773	0.28518814
GOBP_GERM_CELL_PROLIFERATION	1.2819906	0.4933689	0.5720343	0.9961146
GOBP_TYPE_B_PANCREATIC_CELL_APOPTOTIC_PROCESS	1.2818961	0.49327576	1.619906	0.15384857
GOBP_BONE_CELL_DEVELOPMENT	1.2817448	0.493356	0.99794936	0.73270833
GOBP_MITRAL_VALVE_FORMATION	1.2816873	0.4931552	1.0539736	0.65522987
GOBP_CATECHOLAMINE_TRANSPORT	1.2816826	0.492796	1.5378336	0.20854852
GOBP_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	1.2814766	0.4930511	1.6748165	0.12709191
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	1.2813574	0.4930406	0.97598803	0.76289517
GOBP_SUBPALLIUM_DEVELOPMENT	1.2806728	0.49472946	1.5506076	0.20094113
GOBP_HAIR_CYCLE_PHASE	1.2806185	0.4945138	1.4602289	0.26216462
GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION	1.2806083	0.49417117	1.361633	0.3426808
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	1.2806078	0.4938	1.347049	0.35478365
GOBP_PENILE_ERECTION	1.2805412	0.49363273	1.3518145	0.34885257
GOBP_TNFSF11_MEDIATED_SIGNALING_PATHWAY	1.2802774	0.49405774	1.055396	0.65435374
GOBP_IRON_ION_TRANSPORT	1.2800766	0.49429518	1.2602895	0.4312362
GOBP_RENAL_VESICLE_DEVELOPMENT	1.2798744	0.49453005	0.73469496	0.96720093
GOBP_POSITIVE_REGULATION_OF_UTERINE_SMOOTH_MUSCLE_CONTRACTION	1.279543	0.49515843	1.1430802	0.5499888
GOBP_STARTLE_RESPONSE	1.2795324	0.49481642	1.3006816	0.39634836
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	1.2794932	0.49456	0.9383316	0.80407035
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	1.2790891	0.49539062	1.2688447	0.42155868
GOBP_REGULATION_OF_CGMP_MEDIATED_SIGNALING	1.2790881	0.49502236	0.5061737	1.0
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	1.278846	0.49537897	1.3083624	0.3867241
GOBP_EXTRACELLULAR_MATRIX_ASSEMBLY	1.2786677	0.4955273	1.5435629	0.20540878
GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	1.2786003	0.4953629	1.3875018	0.3211689
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	1.2779948	0.49680004	1.5883534	0.17261545
GOBP_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	1.27743	0.4981425	1.2554922	0.4333867
GOBP_HEMIDESMOSOME_ASSEMBLY	1.2772956	0.49816266	1.5332624	0.2103724
GOBP_LUNG_LOBE_DEVELOPMENT	1.2770938	0.49839655	1.2231959	0.47188467
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	1.2769792	0.4983709	1.1077801	0.591448
GOBP_CIRCADIAN_RHYTHM	1.2768716	0.49832493	1.3177377	0.38071436
GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	1.2763202	0.49961704	-1.2964295	0.7454154
GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS	1.2763014	0.49930176	1.0165187	0.70564365
GOBP_ARTERIAL_ENDOTHELIAL_CELL_DIFFERENTIATION	1.2762834	0.49898666	-1.1040902	0.85864705
GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	1.275721	0.50030005	0.88647485	0.85725474
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	1.2748005	0.5027084	1.3970237	0.31426904
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	1.2747502	0.50248754	1.4258581	0.28929856
GOBP_REGULATION_OF_TERMINATION_OF_DNA_TEMPLATED_TRANSCRIPTION	1.2745945	0.50258124	1.2934965	0.4039703
GOBP_RESPONSE_TO_ACIDIC_PH	1.2744172	0.5027311	1.3722923	0.3347178
GOBP_REGULATION_OF_GLUCAGON_SECRETION	1.2743787	0.50247324	1.5159163	0.22289069
GOBP_SELF_PROTEOLYSIS	1.274333	0.50223637	1.0738573	0.6320638
GOBP_RESPONSE_TO_BILE_ACID	1.2742796	0.50202644	1.2283581	0.4648828
GOBP_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	1.2739393	0.5026774	1.1452171	0.5476686
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	1.273886	0.502466	-1.0684197	0.8834295
GOBP_INHIBITORY_POSTSYNAPTIC_POTENTIAL	1.2737395	0.50253826	1.6273474	0.15126278
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1.2735062	0.50288236	1.243403	0.44782606
GOBP_SOMITE_DEVELOPMENT	1.2732589	0.5032574	1.3828896	0.32568735
GOBP_GLIAL_CELL_FATE_COMMITMENT	1.2728747	0.50404316	-0.88431746	0.97066903
GOBP_ANGIOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	1.2728646	0.50370294	1.6175319	0.15530916
GOBP_ENDOCARDIAL_CELL_DIFFERENTIATION	1.2728081	0.5035087	1.1562269	0.5365725
GOBP_CARBOHYDRATE_MEDIATED_SIGNALING	1.2727544	0.5033	1.0100013	0.716404
GOBP_REGULATION_OF_MONOCYTE_EXTRAVASATION	1.2727505	0.5029433	1.4249811	0.2884776
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	1.2724755	0.50339943	-1.6665418	0.3234587
GOBP_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	1.2724358	0.50315434	1.6288699	0.15038244
GOBP_MUSCLE_CELL_DIFFERENTIATION	1.2723544	0.503029	1.2185837	0.4755507
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT	1.2722638	0.50293565	0.7908675	0.93949705
GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	1.2722633	0.50256914	0.7700347	0.9519102
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER	1.2720608	0.5028128	1.6094834	0.15510489
GOBP_PLATELET_ACTIVATION	1.2720591	0.5024497	1.6610073	0.13584633
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	1.2716348	0.5033581	1.5297502	0.21136315
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	1.2705741	0.5062024	0.9195664	0.8246592
GOBP_TOOTH_MINERALIZATION	1.270545	0.5059195	1.4824773	0.24415171
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS	1.2704109	0.5059594	1.31452	0.38273814
GOBP_CELL_PART_MORPHOGENESIS	1.270335	0.50581837	1.1690917	0.52329123
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1.2695252	0.50789344	1.4351768	0.2838776
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1.2693707	0.5079872	1.3963561	0.31435403
GOBP_NEGATIVE_REGULATION_OF_EATING_BEHAVIOR	1.2692753	0.50791115	1.0472687	0.66335
GOBP_NEGATIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1.2692679	0.5075665	0.78151196	0.94351643
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	1.269199	0.50740874	1.4233136	0.28914633
GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	1.2691114	0.50730866	0.8258201	0.9119316
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	1.2689999	0.50727147	1.5223132	0.21635707
GOBP_RESPONSE_TO_ELECTRICAL_STIMULUS	1.2685837	0.5081693	0.8975179	0.846553
GOBP_POSITIVE_REGULATION_OF_SECRETION	1.2684453	0.50822306	1.5290191	0.211655
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION	1.268435	0.50788873	0.9132644	0.82986295
GOBP_LEUKOCYTE_HOMEOSTASIS	1.2683966	0.5076327	1.5033612	0.23245637
GOBP_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION	1.2678738	0.50882846	1.7456886	0.09009263
GOBP_ATRIOVENTRICULAR_VALVE_FORMATION	1.2676643	0.5090931	-0.7574063	0.9959253
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	1.267631	0.50881773	0.97453344	0.7653414
GOBP_CLUSTERING_OF_VOLTAGE_GATED_SODIUM_CHANNELS	1.2674634	0.5089647	1.165826	0.52802306
GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_INVOLVED_IN_NEURAL_TUBE_CLOSURE	1.2673045	0.5090843	-1.2055988	0.8068042
GOBP_NEGATIVE_REGULATION_OF_FAT_CELL_PROLIFERATION	1.2671119	0.5092808	1.1667342	0.52645725
GOBP_NEGATIVE_REGULATION_OF_PLATELET_AGGREGATION	1.2670044	0.50924164	1.4293605	0.28795972
GOBP_SODIUM_ION_TRANSPORT	1.2666578	0.5099223	1.5325114	0.21064529
GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	1.2665693	0.5098237	0.743166	0.9619805
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	1.266489	0.5097067	1.277505	0.41472512
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.2664846	0.50935465	0.9671799	0.77261114
GOBP_NEGATIVE_REGULATION_OF_GONADOTROPIN_SECRETION	1.2664497	0.5090991	1.6718715	0.12767911
GOBP_CEMENTUM_MINERALIZATION	1.2663032	0.5091769	-1.0613916	0.88704646
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	1.2660416	0.5095965	-1.7230222	0.27208838
GOBP_STEROL_METABOLIC_PROCESS	1.2657957	0.5099705	-1.5320548	0.53287226
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION	1.2657224	0.5098274	1.6239214	0.15274036
GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	1.265631	0.5097322	1.5965912	0.16620405
GOBP_OPSONIZATION	1.2654437	0.5099318	1.1275876	0.5663536
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	1.2653924	0.5097232	1.4611906	0.26275882
GOBP_PROTEIN_LIPID_COMPLEX_ORGANIZATION	1.2653666	0.5094385	1.2409166	0.4500891
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	1.2652528	0.5094093	1.3613819	0.34298107
GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS	1.2650859	0.50954664	1.3239836	0.37566656
GOBP_MONOATOMIC_ION_HOMEOSTASIS	1.2650352	0.5093366	1.462363	0.2615394
GOBP_NEUROGENESIS	1.2649928	0.5091021	1.2753136	0.4170777
GOBP_TISSUE_MORPHOGENESIS	1.264419	0.5104735	1.376259	0.33119932
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT	1.2643226	0.510401	-0.8019911	0.9867386
GOBP_INHIBITION_OF_NEUROEPITHELIAL_CELL_DIFFERENTIATION	1.2642391	0.5102946	-0.47545695	0.9996785
GOBP_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_PROGENITOR_PROLIFERATION	1.2639807	0.51069975	-0.6208615	0.9988371
GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	1.2639211	0.5105137	0.9176182	0.8260141
GOBP_ANATOMICAL_STRUCTURE_REGRESSION	1.2638484	0.5103677	1.6441728	0.14276065
GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.2636516	0.5106051	1.3307337	0.36884516
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1.2636218	0.5103354	0.7838959	0.94281185
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	1.2631823	0.51129806	1.4560443	0.26499683
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	1.2631502	0.51103294	0.83658487	0.9029811
GOBP_HEART_TRABECULA_FORMATION	1.2627858	0.51175255	-1.0982534	0.8694316
GOBP_LUNG_GROWTH	1.2626096	0.5119176	1.4743286	0.2521021
GOBP_VENTRAL_SPINAL_CORD_DEVELOPMENT	1.2624953	0.5118984	0.948151	0.79308814
GOBP_NOTCH_SIGNALING_PATHWAY	1.2623775	0.5118915	1.3912588	0.31892636
GOBP_T_CELL_MEDIATED_IMMUNITY	1.2620826	0.5124327	1.1730878	0.52022463
GOBP_NEURAL_TUBE_PATTERNING	1.261284	0.5144517	0.852115	0.88916916
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISMAL_PROCESS	1.261041	0.51481336	1.5278376	0.21248493
GOBP_CELL_CHEMOTAXIS	1.2607511	0.51532745	1.6530843	0.14050941
GOBP_HUMORAL_IMMUNE_RESPONSE	1.2606574	0.515246	1.3007534	0.39667144
GOBP_REGULATION_OF_LIPID_LOCALIZATION	1.2605903	0.515095	0.9155602	0.82883966
GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH	1.2605758	0.5147786	0.93326503	0.8081814
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	1.2603513	0.5150823	1.403545	0.31038317
GOBP_POSITIVE_REGULATION_OF_GLOMERULUS_DEVELOPMENT	1.2602065	0.5151693	0.7098157	0.9764581
GOBP_OTOLITH_DEVELOPMENT	1.2601992	0.5148317	1.2781942	0.41524285
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	1.2601095	0.51474464	1.6177648	0.15542512
GOBP_POSITIVE_REGULATION_OF_ISOPRENOID_METABOLIC_PROCESS	1.2597425	0.5154917	1.1021501	0.5989785
GOBP_NEGATIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	1.2597162	0.51521313	1.1422772	0.55049074
GOBP_CELLULAR_RESPONSE_TO_COCAINE	1.2596686	0.51500106	0.98172945	0.75446737
GOBP_POSITIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	1.2595285	0.5150722	1.3200716	0.378762
GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_DEPOLARIZATION	1.2595156	0.51475406	1.2546568	0.43399912
GOBP_REGULATION_OF_VASCULAR_WOUND_HEALING	1.2593993	0.5147406	1.5922021	0.16888608
GOBP_ZINC_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1.2592481	0.5148346	0.9003104	0.84423566
GOBP_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	1.2591002	0.5149186	1.4735614	0.2526938
GOBP_CARTILAGE_MORPHOGENESIS	1.2589712	0.5149449	1.522795	0.21651596
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	1.2589505	0.5146511	1.6245209	0.15224162
GOBP_RESPONSE_TO_YEAST	1.2587024	0.51502854	1.3170824	0.38149267
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE	1.2585518	0.5151091	1.2866292	0.40756774
GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION	1.2584149	0.51515603	0.74159646	0.9631953
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	1.2581815	0.51548433	1.2070713	0.48341346
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS	1.2580831	0.51541996	1.3610766	0.3428621
GOBP_LEUKOCYTE_TETHERING_OR_ROLLING	1.2578671	0.5157135	1.0401205	0.67566055
GOBP_SINOATRIAL_NODE_CELL_DIFFERENTIATION	1.2577755	0.51563555	1.5783315	0.17874135
GOBP_CARDIAC_ENDOTHELIAL_CELL_DIFFERENTIATION	1.2576429	0.5156774	1.1880753	0.5033539
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_MAINTENANCE_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	1.2575971	0.5154634	-1.0113881	0.9217545
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_MORPHOGENESIS	1.2574383	0.5155869	0.846204	0.89380497
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	1.2567993	0.51712584	1.6021273	0.16113159
GOBP_REGULATION_OF_FIBRINOLYSIS	1.2567341	0.51696146	-0.8034742	0.9867912
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	1.2566692	0.5167996	1.631744	0.14707594
GOBP_TRANSDIFFERENTIATION	1.2565057	0.51692104	0.69906557	0.98031026
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.25646	0.5166956	1.2103231	0.48045385
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	1.2562715	0.5169018	1.4009161	0.31220955
GOBP_PARANODAL_JUNCTION_ASSEMBLY	1.2556537	0.51837057	0.6197224	0.99143744
GOBP_MESENCHYMAL_CELL_PROLIFERATION	1.2553856	0.51882756	1.0529279	0.65641963
GOBP_NEPHRON_TUBULE_FORMATION	1.2553811	0.5184863	1.442205	0.27963492
GOBP_IMMUNE_EFFECTOR_PROCESS	1.255354	0.51821446	1.453847	0.26613188
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	1.2552859	0.5180643	1.3568128	0.34616032
GOBP_INFLAMMATORY_RESPONSE	1.25521	0.5179371	1.4133922	0.29983604
GOBP_REGULATION_OF_BODY_FLUID_LEVELS	1.2551926	0.5176376	1.8840166	0.045771334
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	1.2551762	0.51733524	1.5303098	0.21223156
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	1.2551383	0.5170979	1.2925582	0.40448603
GOBP_REGULATION_OF_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	1.2547485	0.5179006	-1.4675643	0.62964505
GOBP_CRANIAL_NERVE_STRUCTURAL_ORGANIZATION	1.2545705	0.5180679	-1.051084	0.891687
GOBP_NEUROMUSCULAR_PROCESS	1.254243	0.51868606	1.3120632	0.38449788
GOBP_LIPID_IMPORT_INTO_CELL	1.2541342	0.51866066	-1.1523203	0.8345865
GOBP_LYMPH_VESSEL_MORPHOGENESIS	1.254046	0.5185696	1.5857074	0.17415336
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	1.2537493	0.5191035	1.2549752	0.4339256
GOBP_POSITIVE_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	1.2531276	0.52060336	-0.96485966	0.9473237
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TYPE_II_INTERFERON	1.2528803	0.52098423	1.1160567	0.5792363
GOBP_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	1.2527758	0.52093965	-0.85499054	0.97568125
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	1.2527423	0.5206821	1.1804683	0.5107038
GOBP_EMBRYO_IMPLANTATION	1.2527351	0.52034974	1.7529029	0.09022546
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	1.2525667	0.5204954	1.5354266	0.21133594
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	1.2525519	0.5201911	1.38379	0.32475755
GOBP_OLFACTORY_LEARNING	1.2523254	0.5205118	-0.87250936	0.96902496
GOBP_CELL_JUNCTION_ASSEMBLY	1.2518535	0.521562	1.4091046	0.30498937
GOBP_REGULATION_OF_CDC42_PROTEIN_SIGNAL_TRANSDUCTION	1.2517315	0.5215647	1.5876331	0.17298855
GOBP_CELL_JUNCTION_ORGANIZATION	1.2514092	0.5221707	1.361351	0.34278178
GOBP_MONOAMINE_TRANSPORT	1.2512941	0.52215254	1.3974156	0.3145419
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	1.2512913	0.52180946	1.7107615	0.104331166
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_MEIOTIC_CELL_CYCLE	1.2509155	0.52256507	1.0427072	0.67167217
GOBP_REGULATION_OF_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT	1.2506576	0.5229867	1.1247733	0.56999373
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	1.2504241	0.52332276	1.3132489	0.3837093
GOBP_NEGATIVE_REGULATION_OF_OOCYTE_MATURATION	1.250404	0.5230333	-1.1861014	0.82481515
GOBP_PERICARDIUM_MORPHOGENESIS	1.2503165	0.52294236	1.1682972	0.52393377
GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	1.2501465	0.5231038	0.7570654	0.95741576
GOBP_ADRENAL_GLAND_DEVELOPMENT	1.2499474	0.5233452	-1.4840437	0.6075467
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS	1.249919	0.52307546	1.0991527	0.6029131
GOBP_LUTEINIZING_HORMONE_SECRETION	1.2498921	0.52280766	1.5349923	0.21096843
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.2498344	0.5226215	1.2198542	0.47451487
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	1.2497814	0.5224297	1.4553605	0.26516265
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.2493612	0.52333355	1.4698335	0.25657123
GOBP_NEURON_DEVELOPMENT	1.2490528	0.523907	1.264224	0.42730877
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_SIGNALING	1.2485847	0.5249486	0.8050542	0.9282333
GOBP_INTERLEUKIN_17_MEDIATED_SIGNALING_PATHWAY	1.2484118	0.5251077	1.14112	0.55016875
GOBP_MEMORY	1.2481853	0.5254361	1.5891715	0.1720607
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	1.2479504	0.52578694	-1.0741571	0.8839869
GOBP_REGULATION_OF_HEART_RATE	1.2476597	0.5262972	1.5828072	0.17447804
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	1.2476281	0.52604157	0.9630025	0.77682847
GOBP_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING	1.2475694	0.52586925	1.0648785	0.6429535
GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH	1.2475324	0.52563006	0.93396825	0.80743057
GOBP_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	1.2475181	0.52532494	0.52658176	0.99862957
GOBP_CORTICOSTEROID_HORMONE_SECRETION	1.24741	0.52530295	-0.8820224	0.9658701
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SECRETION	1.247357	0.5251132	1.367546	0.3367525
GOBP_ENDOCARDIUM_MORPHOGENESIS	1.2470863	0.5255618	1.3015039	0.39513877
GOBP_REGULATION_OF_MYOBLAST_DIFFERENTIATION	1.2470843	0.52522075	0.7760023	0.9473001
GOBP_SEX_DETERMINATION	1.2469208	0.5253517	0.6168942	0.99060446
