NAME	NES_RA_DMSO	FDR_RA_DMSO	NES_RA_dTAG	FDR_RA_dTAG
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	1.4354409	0.24132872	1.5222054	0.13210489
GOBP_ACUTE_PHASE_RESPONSE	1.4352765	0.24144426	1.4431791	0.19561048
GOBP_OSTEOBLAST_PROLIFERATION	1.4351988	0.2413369	1.2413096	0.40095642
GOBP_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT	1.4351661	0.24112654	1.2368611	0.40570608
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	1.4350168	0.2411929	1.6098899	0.07516744
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	1.4344125	0.24239853	1.41329	0.22211452
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	1.4342986	0.24239679	1.4865752	0.16040981
GOBP_MICROGLIAL_CELL_MIGRATION	1.4336102	0.24380271	1.2926531	0.34474424
GOBP_CAMP_METABOLIC_PROCESS	1.4335283	0.24371879	1.5857745	0.09150016
GOBP_NEGATIVE_REGULATION_OF_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	1.4333504	0.24386866	1.4550735	0.18433806
GOBP_RENAL_SODIUM_ION_ABSORPTION	1.4333173	0.24365449	1.6767279	0.05340622
GOBP_INTEGRIN_ACTIVATION	1.4325333	0.24530903	1.3671507	0.2668954
GOBP_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	1.432475	0.24515894	1.2256469	0.4185442
GOBP_POSITIVE_REGULATION_OF_MELANOCYTE_DIFFERENTIATION	1.432411	0.24502096	1.0130217	0.7205531
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	1.4323055	0.24498816	1.0870547	0.6061475
GOBP_FATTY_ACID_TRANSPORT	1.4321816	0.24501108	1.502508	0.14844419
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	1.4320207	0.24512017	1.4618855	0.17841314
GOBP_EMBRYONIC_DIGESTIVE_TRACT_MORPHOGENESIS	1.4317403	0.24551749	1.4057583	0.22915635
GOBP_REGULATION_OF_MRNA_BINDING	1.43045	0.24843861	1.300254	0.3378087
GOBP_AUDITORY_BEHAVIOR	1.4303943	0.24828394	1.2357831	0.40637323
GOBP_RESPONSE_TO_ISCHEMIA	1.4302415	0.2483705	1.3415103	0.2924922
GOBP_IRIS_MORPHOGENESIS	1.4301075	0.2484075	0.95849395	0.7925496
GOBP_GLUTATHIONE_TRANSPORT	1.4299645	0.24846746	1.4119518	0.22398292
GOBP_STEM_CELL_FATE_SPECIFICATION	1.4298972	0.24833784	0.915365	0.8436813
GOBP_TYPE_2_IMMUNE_RESPONSE	1.42982	0.24823748	1.3933158	0.24146779
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	1.4297523	0.24811961	1.5973376	0.082349464
GOBP_POSITIVE_REGULATION_OF_SECRETION	1.4296701	0.2480313	1.518953	0.13557932
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	1.4291029	0.2491686	1.5671335	0.1023283
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	1.4289693	0.24921702	1.4803671	0.16300279
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	1.4287064	0.249583	1.422345	0.21323897
GOBP_AMINE_METABOLIC_PROCESS	1.4286458	0.24944575	1.382844	0.25105393
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT	1.4281969	0.25030035	1.6043625	0.07804362
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION	1.4281548	0.25011674	1.5032074	0.14846477
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT	1.4278423	0.25060558	1.3310488	0.30251756
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	1.4275976	0.25092292	1.477139	0.16580139
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	1.427524	0.25082156	1.4279506	0.2084319
GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING	1.4275202	0.2505402	1.5667715	0.102618754
GOBP_STEROL_METABOLIC_PROCESS	1.4273819	0.25059226	1.2305384	0.4132614
GOBP_DENTATE_GYRUS_DEVELOPMENT	1.427357	0.25036108	1.4952729	0.15478279
GOBP_MONOATOMIC_ION_TRANSPORT	1.4268018	0.2514598	1.5400324	0.119254336
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	1.4266795	0.25147662	1.5412658	0.11860551
GOBP_POSITIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	1.4266728	0.25120327	1.3665789	0.2665949
GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY	1.4265965	0.2511111	1.5061657	0.1454237
GOBP_TRACHEA_MORPHOGENESIS	1.4265937	0.25083038	1.3978851	0.23642465
GOBP_MACROPHAGE_MIGRATION	1.42581	0.25249758	1.379368	0.25455523
GOBP_BRAIN_RENIN_ANGIOTENSIN_SYSTEM	1.4257565	0.2523457	1.3895943	0.24589346
GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	1.4256705	0.25226817	1.426037	0.2093707
GOBP_STRIATED_MUSCLE_CELL_DEVELOPMENT	1.4252871	0.25294843	1.6088437	0.07546464
GOBP_UTERINE_SMOOTH_MUSCLE_CONTRACTION	1.4251349	0.25304246	1.4187315	0.21699974
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT	1.4250716	0.25291285	1.4305578	0.20629796
GOBP_AXON_GUIDANCE	1.4250611	0.25265142	1.5135944	0.13957478
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS	1.4247614	0.25312614	1.6097964	0.07481132
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	1.4247084	0.25297	1.3710426	0.26337865
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	1.4247035	0.25269586	1.138506	0.532799
GOBP_CELLULAR_EXTRAVASATION	1.4246565	0.25252572	1.5465846	0.11408898
GOBP_SODIUM_ION_TRANSPORT	1.4245148	0.25259873	1.5060151	0.14526828
GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	1.4242362	0.25301972	1.6936	0.05091284
GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION	1.4241136	0.25303707	1.43187	0.20476337
GOBP_REGULATION_OF_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	1.4239613	0.2531314	1.5321804	0.12501663
GOBP_GERMINAL_CENTER_B_CELL_DIFFERENTIATION	1.4238772	0.2530545	1.2578012	0.38280115
GOBP_CARDIAC_ATRIUM_DEVELOPMENT	1.4238627	0.25280565	1.4274806	0.2086458
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT	1.423693	0.25293496	1.3424691	0.29186195
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL	1.4236462	0.25277025	1.5702219	0.099960074
GOBP_CALCIUM_ION_TRANSPORT	1.4234724	0.25292474	1.5846883	0.09202504
GOBP_EXOCRINE_SYSTEM_DEVELOPMENT	1.4234562	0.25268254	1.4514346	0.18812831
GOBP_POSITIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	1.4232881	0.25283697	1.2893243	0.3483019
GOBP_PANCREAS_DEVELOPMENT	1.4230448	0.25315064	1.3500649	0.2832235
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	1.4229878	0.25300747	1.4564195	0.18270878
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION	1.4226519	0.2535577	1.2385567	0.4046951
GOBP_RESPONSE_TO_YEAST	1.4223654	0.25400892	1.4485024	0.19044705
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	1.4223354	0.2538029	1.3557113	0.27856097
GOBP_L_GLUTAMATE_IMPORT	1.422304	0.2535996	1.2502052	0.39093706
GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	1.4212384	0.2560016	1.3997409	0.23500723
GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.4212341	0.2557279	1.6045941	0.07799304
GOBP_GLUTAMATERGIC_NEURON_DIFFERENTIATION	1.4211851	0.255568	1.4639047	0.17730713
GOBP_EMBRYONIC_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE	1.4205735	0.2567962	1.39883	0.2353254
GOBP_DETOXIFICATION_OF_CADMIUM_ION	1.4203837	0.25700668	0.9854801	0.7547982
GOBP_REGULATION_OF_COA_TRANSFERASE_ACTIVITY	1.4200613	0.25753787	1.000172	0.7364896
GOBP_MEMBRANE_RAFT_ORGANIZATION	1.4198917	0.25767738	1.2808968	0.35589358
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_FUNGUS	1.4196094	0.25808716	1.5030723	0.14807639
GOBP_COGNITION	1.4195291	0.25800642	1.5672144	0.102435656
GOBP_GERM_CELL_DEVELOPMENT	1.4193996	0.25804374	1.5073333	0.1450675
GOBP_LEARNED_VOCALIZATION_BEHAVIOR_OR_VOCAL_LEARNING	1.4189973	0.25876433	1.2640334	0.37539983
GOBP_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	1.4189651	0.25856152	1.3691581	0.2654303
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.4186001	0.25918612	1.4354019	0.20081893
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.418241	0.25982013	1.6644638	0.056068506
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS	1.4176683	0.26099142	1.6609162	0.058388587
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	1.4175462	0.26101503	1.3832372	0.25126615
GOBP_EMBRYONIC_HEART_TUBE_LEFT_RIGHT_PATTERN_FORMATION	1.4174017	0.26108512	1.0367107	0.683195
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_POTENTIAL	1.4172953	0.26106754	1.4166377	0.21881436
GOBP_ICOSANOID_TRANSPORT	1.4170651	0.2613793	1.6204629	0.07410508
GOBP_CALCIUM_ION_HOMEOSTASIS	1.4168301	0.26169366	1.5479405	0.11332591
GOBP_SERTOLI_CELL_DEVELOPMENT	1.41645	0.26236832	1.4423763	0.19607419
GOBP_INTESTINAL_EPITHELIAL_CELL_DIFFERENTIATION	1.416421	0.2621581	1.3107406	0.32767382
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	1.416246	0.26232648	1.3467404	0.28742358
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION	1.415845	0.26307645	1.2675586	0.37105888
GOBP_POSITIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH	1.4155523	0.2635247	1.03786	0.68124336
GOBP_OSSIFICATION	1.4154903	0.26340148	1.472522	0.17104022
GOBP_TRIGLYCERIDE_CATABOLIC_PROCESS	1.4151636	0.26394367	1.1945899	0.45967814
GOBP_PEPTIDYL_LYSINE_OXIDATION	1.4151495	0.26369524	1.4465046	0.19247635
GOBP_REGULATION_OF_SYNAPTIC_ACTIVITY	1.4150513	0.26365197	1.1787698	0.48005795
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_FUSION	1.4143329	0.26521006	1.3017248	0.3370521
GOBP_REGULATION_OF_RESPONSE_TO_FOOD	1.4141365	0.26542482	1.2789335	0.35824051
GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL	1.4136999	0.26624933	1.5728692	0.09917995
GOBP_PROTEIN_IMPORT	1.4132484	0.2671188	1.3505282	0.28272244
GOBP_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING	1.4132227	0.26689756	1.3880011	0.24774756
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	1.4131895	0.26669666	1.3830616	0.25128394
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY	1.4131858	0.26642057	1.4923989	0.15681796
GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING	1.4131439	0.2662491	1.4712639	0.17222416
GOBP_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	1.4130942	0.26608694	1.4657618	0.17654063
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	1.41285	0.26644215	1.4151995	0.21978797
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE	1.4125106	0.2670276	1.562805	0.104787834
GOBP_REGULATION_OF_SECRETION	1.4122107	0.26750967	1.4970669	0.15322845
GOBP_PROTEIN_AUTOPROCESSING	1.4120784	0.26756334	1.303337	0.33507523
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	1.4120766	0.2672831	1.5161699	0.13794783
GOBP_RESPONSE_TO_ESTROGEN	1.4115992	0.26823437	1.4618069	0.17837004
GOBP_BODY_MORPHOGENESIS	1.4111272	0.2691795	1.4474323	0.19141968
GOBP_MAGNESIUM_ION_HOMEOSTASIS	1.4110812	0.269012	1.4251604	0.21024142
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	1.4105881	0.26998165	1.3087778	0.3288603
GOBP_CHIASMA_ASSEMBLY	1.4095669	0.27233672	1.5718322	0.09971411
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	1.4093462	0.27263576	1.451868	0.18766247
GOBP_SPERM_DNA_CONDENSATION	1.4083519	0.274952	1.5155387	0.13797888
GOBP_L_ALANINE_TRANSMEMBRANE_TRANSPORT	1.4082589	0.274898	1.4289055	0.2076222
GOBP_MICTURITION	1.4080322	0.27519518	1.4058033	0.22942513
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.4078057	0.27549228	1.4211172	0.21427685
GOBP_DEVELOPMENT_OF_PRIMARY_MALE_SEXUAL_CHARACTERISTICS	1.4077255	0.27540728	1.3774598	0.2571038
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	1.407691	0.27521268	1.6158632	0.074380815
GOBP_NEGATIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION	1.4074771	0.2754904	1.6635683	0.056314535
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION	1.4074677	0.2752243	1.4399961	0.19763435
GOBP_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	1.4074392	0.27501276	1.4033127	0.23087315
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	1.4074104	0.2748004	1.4772947	0.16590224
GOBP_SODIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	1.4066883	0.27639708	1.2035275	0.4499086
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	1.4064645	0.27669084	1.2930416	0.34465545
GOBP_CARDIAC_SEPTUM_CELL_DIFFERENTIATION	1.4053491	0.27928728	1.3727595	0.26172182
GOBP_NEURONAL_SIGNAL_TRANSDUCTION	1.4053136	0.27909374	1.409093	0.22648911
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	1.4051774	0.27915943	1.3840029	0.25120983
GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING	1.4051051	0.27905077	1.3118517	0.32709223
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	1.4050138	0.27899918	1.4221876	0.21282956
GOBP_DEVELOPMENTAL_MATURATION	1.4048783	0.27908233	1.5127174	0.14001735
GOBP_REGULATION_OF_SEROTONIN_UPTAKE	1.4048607	0.27883884	1.0079707	0.72522765
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	1.4047548	0.27882734	1.4910648	0.15840676
GOBP_INTERLEUKIN_33_MEDIATED_SIGNALING_PATHWAY	1.404612	0.27891642	1.5151945	0.13812858
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION	1.4040271	0.2801491	1.5511297	0.11240987
GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1.4039122	0.28016135	1.5744085	0.09840464
GOBP_CELL_SUBSTRATE_ADHESION	1.4038028	0.28015926	1.4791614	0.16365615
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION	1.403431	0.28083217	1.5346748	0.123611055
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	1.4034208	0.28057155	1.3823154	0.25113338
GOBP_TUBE_MORPHOGENESIS	1.4030446	0.2812514	1.4530053	0.18661572
GOBP_M_PHASE	1.4030157	0.28103745	1.2211881	0.42453524
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	1.4028898	0.28107157	1.3623475	0.2709263
GOBP_GLAND_DEVELOPMENT	1.4023119	0.28229678	1.3551894	0.27851716
GOBP_INTERLEUKIN_4_MEDIATED_SIGNALING_PATHWAY	1.402284	0.28208053	1.1884527	0.46758452
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_CATABOLIC_PROCESS	1.402095	0.2823063	1.3838084	0.2511038
GOBP_VENTRICULAR_COMPACT_MYOCARDIUM_MORPHOGENESIS	1.401574	0.28337815	1.4016018	0.23268269
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	1.4014702	0.2833573	1.4736723	0.16989684
GOBP_SPLEEN_DEVELOPMENT	1.4011313	0.2839607	0.8702568	0.8836715
GOBP_REGULATION_OF_SYSTEM_PROCESS	1.4010873	0.2837886	1.5781306	0.09649612
GOBP_REGULATION_OF_INSULIN_SECRETION	1.4004303	0.28525347	1.4965179	0.15357697
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_BDNF	1.4002789	0.28537685	1.2434367	0.39827478
GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION	1.4002273	0.2852245	1.5467203	0.11411033
GOBP_MUSCLE_CELL_DIFFERENTIATION	1.4000862	0.28530583	1.4111425	0.22420555
GOBP_MODIFIED_AMINO_ACID_TRANSPORT	1.399895	0.2855164	1.5069876	0.14524591
GOBP_MUSCLE_CELL_DEVELOPMENT	1.3995382	0.2861715	1.4489675	0.19068336
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	1.3993052	0.28650543	1.4792186	0.16373748
GOBP_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS	1.399285	0.28627032	1.4969969	0.15314391
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	1.3992505	0.28607243	1.5061014	0.1453317
GOBP_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION	1.3991477	0.28605932	1.3681258	0.26560262
GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	1.3990779	0.28595644	1.3819972	0.25147715
GOBP_CGMP_BIOSYNTHETIC_PROCESS	1.3989545	0.28600016	1.3435798	0.29055262
GOBP_DUCTUS_ARTERIOSUS_CLOSURE	1.3988899	0.28588912	1.5377036	0.12120302
GOBP_HEMATOPOIETIC_OR_LYMPHOID_ORGAN_DEVELOPMENT	1.3987458	0.2859866	1.1205884	0.5572239
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	1.398743	0.2857075	1.5218376	0.13210359
GOBP_REGULATION_OF_RETINAL_CELL_PROGRAMMED_CELL_DEATH	1.3985837	0.2858319	1.2860625	0.35189962
GOBP_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	1.3981162	0.28679806	1.4272156	0.20881718
GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS	1.3977871	0.28737816	1.38527	0.25060365
GOBP_BEHAVIORAL_RESPONSE_TO_NICOTINE	1.3976512	0.2874511	1.3752453	0.2596443
GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	1.397436	0.2877255	1.4644502	0.17706679
GOBP_REGULATION_OF_BLOOD_PRESSURE	1.3974102	0.28750747	1.6115621	0.07462795
GOBP_NEGATIVE_REGULATION_OF_PANCREATIC_JUICE_SECRETION	1.3973572	0.2873577	1.2238761	0.42041448
GOBP_MALE_SEX_DIFFERENTIATION	1.3973255	0.2871543	1.3801662	0.25352964
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT	1.3973045	0.2869255	1.3975991	0.23685816
GOBP_LUNG_LOBE_DEVELOPMENT	1.3970678	0.28726688	1.4285693	0.20810919
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	1.3968507	0.28756484	1.2097197	0.43999568
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	1.3968289	0.28733978	1.396934	0.23736355
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	1.396494	0.28794438	1.5991111	0.08152205
GOBP_NEGATIVE_REGULATION_OF_INSULIN_SECRETION	1.3962994	0.2881691	1.3824878	0.25111943
GOBP_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	1.3961651	0.2882468	1.0686007	0.6310604
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	1.3961196	0.2880856	1.352717	0.28076166
GOBP_PHOSPHOLIPID_TRANSPORT	1.3954942	0.2894453	1.3832092	0.2511455
GOBP_ANGIOGENESIS	1.3954077	0.28939006	1.5188221	0.13537593
GOBP_SPERMATID_DIFFERENTIATION	1.3953927	0.28914586	1.520276	0.13424288
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT	1.395363	0.28893697	1.2551956	0.38514975
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION	1.3952868	0.28884956	1.3878716	0.24785455
GOBP_MONOATOMIC_ANION_TRANSMEMBRANE_TRANSPORT	1.395272	0.28860462	1.5661066	0.10312821
GOBP_REGULATION_OF_AMYLOID_BETA_CLEARANCE	1.3951267	0.28872117	1.3115355	0.32749406
GOBP_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION	1.3951157	0.28847006	1.2663745	0.37193257
GOBP_MUSCLE_ORGAN_DEVELOPMENT	1.3948593	0.28887025	1.3916049	0.24371126
GOBP_ACETATE_ESTER_TRANSPORT	1.3948311	0.28866228	1.5030642	0.14788663
GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION	1.394825	0.28839633	1.2557693	0.38490596
GOBP_CELL_CELL_SIGNALING	1.3946928	0.28845754	1.4642354	0.1768782
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	1.3945241	0.28862882	1.3304161	0.30279258
GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	1.3943179	0.2888872	1.56935	0.10050184
GOBP_MALE_SEX_DETERMINATION	1.3943089	0.28863117	1.3770497	0.25711262
GOBP_HEMOSTASIS	1.394235	0.288551	1.5703918	0.10017229
GOBP_RECEPTOR_RECYCLING	1.3941635	0.2884578	1.1681226	0.4935289
GOBP_NEGATIVE_REGULATION_OF_URINE_VOLUME	1.3939737	0.28866783	1.4223396	0.21288584
GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS	1.393921	0.28852704	1.5067456	0.14503857
GOBP_ION_CHANNEL_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	1.3939185	0.2882541	1.436653	0.20092651
GOBP_SEX_DIFFERENTIATION	1.3937963	0.2882967	1.440381	0.19778879
GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS	1.3936718	0.2883577	1.3368133	0.29770783
GOBP_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT	1.3931353	0.28951418	1.2560514	0.38439122
GOBP_SEQUESTERING_OF_METAL_ION	1.3930153	0.28955597	1.3897079	0.2460079
GOBP_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	1.3924936	0.29065678	1.3472701	0.2864087
GOBP_REGULATION_OF_VESICLE_FUSION	1.3922141	0.29113042	1.327199	0.30648145
GOBP_CIRCULATORY_SYSTEM_PROCESS	1.3918563	0.29178962	1.5155485	0.13816969
GOBP_REGULATION_OF_PANCREATIC_JUICE_SECRETION	1.391675	0.29199782	1.1942123	0.45979208
GOBP_MUSCLE_CELL_MIGRATION	1.3915391	0.2920841	1.1585511	0.5056558
GOBP_RESPONSE_TO_PAIN	1.3914862	0.29194394	1.4592052	0.18064745
GOBP_PARATHYROID_GLAND_DEVELOPMENT	1.3913156	0.29212227	1.438514	0.19983844
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	1.3910271	0.29261094	1.1108296	0.570258
GOBP_REGULATION_OF_CARTILAGE_DEVELOPMENT	1.3909761	0.29246515	1.5528163	0.111219004
GOBP_CARDIAC_VENTRICLE_FORMATION	1.3907336	0.2928332	1.2688766	0.36954135
GOBP_RETINAL_CELL_PROGRAMMED_CELL_DEATH	1.3905476	0.2930468	1.2520924	0.38900986
GOBP_TISSUE_REMODELING	1.3904136	0.29312333	1.5703204	0.10004357
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	1.3902714	0.29323283	1.3728145	0.26177904
GOBP_REGULATION_OF_MACROPHAGE_PROLIFERATION	1.3902191	0.2930926	1.4119228	0.22386071
GOBP_PROTEIN_HOMOTRIMERIZATION	1.3900732	0.2932051	1.3583893	0.27572736
GOBP_LONG_CHAIN_FATTY_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE	1.3900101	0.29309145	1.1232977	0.5544132
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	1.389984	0.29288355	1.4470253	0.1920244
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	1.3895841	0.29368198	1.1167065	0.562714
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	1.3895563	0.2934796	1.2839571	0.35276082
GOBP_MEIOTIC_CELL_CYCLE	1.3894684	0.29343662	1.3944145	0.24001156
GOBP_UTERUS_MORPHOGENESIS	1.3894438	0.29322076	1.378575	0.2552265
GOBP_AROMATIC_AMINO_ACID_TRANSPORT	1.3894408	0.29295215	1.5488094	0.11354449
GOBP_BRADYKININ_CATABOLIC_PROCESS	1.3891538	0.29343408	1.4423547	0.19592455
GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	1.3890231	0.29350322	1.2827392	0.3536858
GOBP_POSITIVE_REGULATION_OF_PENILE_ERECTION	1.3886596	0.29419097	1.3591951	0.27533087
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	1.3885162	0.29429385	1.0633676	0.6394365
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	1.3885114	0.29402962	1.6269431	0.07098558
GOBP_NEGATIVE_REGULATION_OF_OOCYTE_MATURATION	1.3880544	0.2949425	1.2577176	0.3825074
GOBP_HYPOTHALAMUS_CELL_DIFFERENTIATION	1.3879292	0.29499826	1.350299	0.28287423
